SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Tryvi1|Tryvi1_148	Tryvi1|Tryvi1_517530	0.560256	3.735435	0.149984	523.441236	145.558764	1.225146	3.753303	846
Tryvi1|Tryvi1_438309	Tryvi1|Tryvi1_570026	0.730358	4.655256	0.156889	1564.785704	496.214296	1.183520	5.025995	2799
Tryvi1|Tryvi1_511170	Tryvi1|Tryvi1_510779	0.485009	1.978996	0.245078	252.236765	83.763235	2.126135	2.572358	381
Tryvi1|Tryvi1_495627	Tryvi1|Tryvi1_460296	0.872754	4.136232	0.211002	765.615884	248.384116	1.704478	5.016475	1125
Tryvi1|Tryvi1_477244	Tryvi1|Tryvi1_446732	0.629460	2.601226	0.241986	1886.758035	585.241965	1.379537	3.288817	3015
Tryvi1|Tryvi1_495645	Tryvi1|Tryvi1_556981	0.565441	4.463297	0.126687	1133.838508	384.161492	1.499349	4.655623	1692
Tryvi1|Tryvi1_826	Tryvi1|Tryvi1_446625	0.641485	2.432702	0.263693	1166.809315	372.190685	1.390364	3.224016	1674
Tryvi1|Tryvi1_527734	Tryvi1|Tryvi1_520552	0.573104	4.497236	0.127435	1254.055008	401.944992	1.458214	4.576714	1782
Tryvi1|Tryvi1_438394	Tryvi1|Tryvi1_510564	0.796363	2.548825	0.312443	560.641642	225.358358	1.206563	3.896462	897
Tryvi1|Tryvi1_527738	Tryvi1|Tryvi1_484888	0.665828	4.580116	0.145374	1288.090323	448.909677	0.895628	5.032305	1794
Tryvi1|Tryvi1_495664	Tryvi1|Tryvi1_535511	0.317619	2.630661	0.120737	1091.071763	360.928237	1.256583	2.677738	1647
Tryvi1|Tryvi1_880	Tryvi1|Tryvi1_578615	0.658163	4.494037	0.146453	1360.766156	400.233844	1.373340	4.589901	1899
Tryvi1|Tryvi1_571977	Tryvi1|Tryvi1_495341	0.542830	3.940487	0.137757	612.673265	191.326735	1.108279	4.054097	879
Tryvi1|Tryvi1_571978	Tryvi1|Tryvi1_177083	0.670698	1.779818	0.376835	1091.995089	378.004911	1.449674	2.867713	1506
Tryvi1|Tryvi1_1305	Tryvi1|Tryvi1_534840	0.815308	3.606673	0.226056	669.327431	218.672569	1.240721	4.508070	963
Tryvi1|Tryvi1_1592	Tryvi1|Tryvi1_516807	0.817471	2.181546	0.374721	2158.299417	664.700583	1.332619	3.415964	3786
Tryvi1|Tryvi1_521322	Tryvi1|Tryvi1_493118	0.505709	4.056519	0.124666	676.660667	223.339333	1.298201	4.160580	945
Tryvi1|Tryvi1_495690	Tryvi1|Tryvi1_525699	0.421360	2.932754	0.143674	721.234829	226.765171	1.299999	3.066285	1053
Tryvi1|Tryvi1_438262	Tryvi1|Tryvi1_497755	0.914189	2.055417	0.444771	705.364402	254.635598	1.419762	3.650683	1107
Tryvi1|Tryvi1_527761	Tryvi1|Tryvi1_451668	0.429682	2.278393	0.188590	1217.138604	432.861396	1.260388	2.744020	1680
Tryvi1|Tryvi1_521328	Tryvi1|Tryvi1_193726	0.568858	4.033687	0.141027	725.357365	216.642635	2.026713	4.097115	1104
Tryvi1|Tryvi1_495706	Tryvi1|Tryvi1_527767	0.597707	3.793961	0.157542	493.627731	157.372269	1.752340	4.111101	828
Tryvi1|Tryvi1_495715	Tryvi1|Tryvi1_578017	0.383791	3.301535	0.116246	356.382266	81.617734	0.992478	2.782468	471
Tryvi1|Tryvi1_572004	Tryvi1|Tryvi1_574304	0.983616	4.037023	0.243649	589.391495	217.608505	1.682779	5.420912	1020
Tryvi1|Tryvi1_562686	Tryvi1|Tryvi1_443621	0.695674	4.191503	0.165973	890.620028	267.379972	0.912449	4.508563	1443
Tryvi1|Tryvi1_2151	Tryvi1|Tryvi1_570494	0.806556	4.198382	0.192111	825.156408	269.843592	1.219038	4.927236	1989
Tryvi1|Tryvi1_495737	Tryvi1|Tryvi1_424598	0.573540	3.891923	0.147367	702.669440	179.330560	1.256603	3.744728	1185
Tryvi1|Tryvi1_495742	Tryvi1|Tryvi1_574275	0.651267	3.673317	0.177297	1582.875212	493.124788	1.139213	4.107338	4083
Tryvi1|Tryvi1_2814	Tryvi1|Tryvi1_527013	0.553808	1.853172	0.298843	902.437004	273.562996	1.559556	2.568204	1281
Tryvi1|Tryvi1_438550	Tryvi1|Tryvi1_442288	0.725360	2.686341	0.270018	1953.509758	668.490242	1.395457	3.675960	3912
Tryvi1|Tryvi1_511244	Tryvi1|Tryvi1_562234	0.714954	4.125696	0.173293	868.080991	244.919009	0.868768	4.396494	1227
Tryvi1|Tryvi1_458799	Tryvi1|Tryvi1_524682	0.468412	1.886684	0.248273	642.053133	206.946867	1.193710	2.442364	882
Tryvi1|Tryvi1_527796	Tryvi1|Tryvi1_438547	0.401509	4.919094	0.081623	2276.580694	705.419306	1.046797	4.410555	3078
Tryvi1|Tryvi1_527799	Tryvi1|Tryvi1_567979	0.276845	1.591227	0.173982	852.351726	323.648274	2.261739	1.915733	1218
Tryvi1|Tryvi1_572033	Tryvi1|Tryvi1_490863	0.423897	2.118831	0.200062	1529.317174	561.682826	2.672388	2.637565	2202
Tryvi1|Tryvi1_562722	Tryvi1|Tryvi1_475234	0.873374	3.981789	0.219342	1555.335813	493.664187	1.458823	4.866848	2736
Tryvi1|Tryvi1_527815	Tryvi1|Tryvi1_498323	0.387781	4.397537	0.088181	1124.087687	351.912313	1.106708	4.031395	1512
Tryvi1|Tryvi1_556682	Tryvi1|Tryvi1_525108	0.749902	2.484677	0.301811	676.762620	226.237380	1.204314	3.553597	1002
Tryvi1|Tryvi1_511271	Tryvi1|Tryvi1_578091	0.541479	3.122452	0.173415	1201.620313	424.379687	1.522981	3.645309	1806
Tryvi1|Tryvi1_511273	Tryvi1|Tryvi1_571525	0.388997	1.088456	0.357384	763.577467	289.422533	3.304786	1.743741	1107
Tryvi1|Tryvi1_427374	Tryvi1|Tryvi1_557136	0.463687	4.344770	0.106723	1009.995599	328.004401	0.915952	4.245349	2487
Tryvi1|Tryvi1_417411	Tryvi1|Tryvi1_496553	0.846547	4.537187	0.186580	1346.064174	423.935826	1.181453	5.191495	3315
Tryvi1|Tryvi1_477374	Tryvi1|Tryvi1_448325	0.715748	2.842389	0.251812	1630.366045	583.633955	1.325677	3.829060	3147
