SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
PV07|PV07_00001T0	PV07|PV07_11490T0	0.817102	4.249669	0.192274	920.058332	288.941668	1.037761	4.912377	2439
PV07|PV07_00003T0	PV07|PV07_12242T0	0.448639	4.084687	0.109834	800.113346	231.886654	0.986926	3.796938	1044
PV07|PV07_00007T0	PV07|PV07_09742T0	0.318129	4.498374	0.070721	1205.444983	402.555017	1.382127	4.093900	1737
PV07|PV07_00008T0	PV07|PV07_09473T0	0.912296	3.937120	0.231716	619.530270	190.469730	1.082346	4.870729	894
PV07|PV07_00009T0	PV07|PV07_04693T0	0.722535	3.854117	0.187471	561.484993	170.515007	2.278899	4.356054	780
PV07|PV07_00010T0	PV07|PV07_02633T0	0.451614	4.581380	0.098576	1293.333348	449.666652	1.264411	4.551087	1974
PV07|PV07_00011T0	PV07|PV07_10703T0	0.458216	4.437110	0.103269	1165.020474	370.979526	1.428681	4.257632	1605
PV07|PV07_00012T0	PV07|PV07_09272T0	0.577527	3.766947	0.153314	589.195192	151.804808	0.857123	3.692780	870
PV07|PV07_00013T0	PV07|PV07_10386T1	0.571891	2.143817	0.266763	573.906267	203.093733	1.764811	2.948292	867
PV07|PV07_00015T0	PV07|PV07_03333T0	0.794181	3.149162	0.252188	1744.208971	607.791029	1.490960	4.208227	2502
PV07|PV07_00016T0	PV07|PV07_04224T0	0.738358	3.165807	0.233229	1626.704231	542.295769	1.864509	4.035815	2580
PV07|PV07_00017T0	PV07|PV07_10658T0	0.518325	4.458531	0.116255	1259.271901	381.728099	1.305677	4.304678	1716
PV07|PV07_00022T0	PV07|PV07_09417T0	0.878506	3.892673	0.225682	771.490141	179.509859	1.436728	4.342371	1281
PV07|PV07_00024T0	PV07|PV07_04428T0	0.573667	3.870976	0.148197	803.608718	174.391282	1.112361	3.484873	999
PV07|PV07_00026T0	PV07|PV07_01800T1	0.552185	4.783396	0.115438	1757.332860	588.667140	1.225219	4.841688	3042
PV07|PV07_00030T0	PV07|PV07_00958T0	0.810378	4.196789	0.193095	990.728959	269.271041	1.007803	4.602234	2634
PV07|PV07_00033T0	PV07|PV07_09136T0	0.588307	3.843579	0.153062	776.864260	168.135740	0.953605	3.502469	1053
PV07|PV07_00043T0	PV07|PV07_00530T0	0.717262	3.598254	0.199336	1312.822701	385.177299	1.390117	4.112374	2151
PV07|PV07_00045T0	PV07|PV07_11224T0	0.568816	4.396396	0.129382	1160.622478	351.377522	1.349096	4.374952	1605
PV07|PV07_00046T0	PV07|PV07_11388T0	0.445389	4.287914	0.103871	1405.941918	304.058082	1.288074	3.385904	1803
PV07|PV07_00047T0	PV07|PV07_04557T0	0.660006	4.199588	0.157160	1205.722070	270.277930	1.148778	3.924472	1560
PV07|PV07_00048T0	PV07|PV07_02360T0	0.731753	2.546607	0.287344	1494.796980	503.203020	1.472721	3.566490	2295
PV07|PV07_00052T0	PV07|PV07_10780T0	0.729638	4.441236	0.164287	1423.974021	373.025979	1.174558	4.500304	2163
PV07|PV07_00055T0	PV07|PV07_06057T0	0.317052	4.025805	0.078755	685.622292	214.377708	1.075540	3.601402	1647
PV07|PV07_00057T0	PV07|PV07_09907T0	0.749350	3.989159	0.187846	716.845167	204.154833	1.047730	4.402520	1185
PV07|PV07_00062T1	PV07|PV07_00062T0	0.000000	0.000000	99.000000	1053.977370	425.022630	4.600000	0.000000	1497
PV07|PV07_00066T0	PV07|PV07_09014T0	0.850828	4.943564	0.172108	2547.186090	728.813910	1.200388	5.284025	5142
PV07|PV07_00067T0	PV07|PV07_01085T0	0.434143	3.934750	0.110336	737.131318	189.868682	1.110023	3.453417	1032
PV07|PV07_00072T0	PV07|PV07_06101T0	0.433201	2.303162	0.188090	1069.311949	316.688051	1.523603	2.581410	1551
PV07|PV07_00073T1	PV07|PV07_00073T0	0.000000	0.000000	99.000000	1752.959366	701.040634	4.600000	0.000000	2517
PV07|PV07_00078T1	PV07|PV07_00078T0	0.000000	0.000000	99.000000	602.253896	183.746104	4.600000	0.000000	786
PV07|PV07_00079T0	PV07|PV07_10615T0	0.678199	4.406258	0.153917	1185.971733	356.028267	0.928386	4.616881	1641
PV07|PV07_00082T0	PV07|PV07_01121T0	0.963819	3.467806	0.277933	1900.121406	598.878594	1.206389	4.691678	3015
PV07|PV07_00086T1	PV07|PV07_00086T0	0.005467	0.008490	0.643987	1438.211069	256.788931	0.372158	0.017776	1725
PV07|PV07_00087T0	PV07|PV07_10890T1	0.707496	2.662871	0.265689	735.341524	239.658476	1.482448	3.564402	1092
PV07|PV07_00088T0	PV07|PV07_01388T0	0.882763	3.188888	0.276825	2168.710561	738.289439	1.447501	4.405345	3978
PV07|PV07_00091T0	PV07|PV07_11844T0	0.451521	99.000000	0.004561	247.905959	43.094041	1.098984	45.136544	1656
PV07|PV07_00095T1	PV07|PV07_00095T0	0.001443	0.000829	1.739961	3353.336639	1407.663361	4.600000	0.003785	5046
PV07|PV07_00096T0	PV07|PV07_05082T0	0.693302	2.763404	0.250887	1164.348194	428.651806	1.228090	3.751004	1863
PV07|PV07_00097T0	PV07|PV07_11540T0	0.638215	4.446396	0.143535	1658.398835	375.601165	1.041726	4.024317	2343
PV07|PV07_00098T0	PV07|PV07_03879T0	0.920678	4.505351	0.204352	1291.682384	406.317616	1.381033	5.335383	2835
PV07|PV07_00102T0	PV07|PV07_04769T0	0.456250	3.271965	0.139442	1340.620727	474.379273	1.068894	3.576546	1887
PV07|PV07_00108T0	PV07|PV07_07726T0	0.337217	4.429747	0.076126	1456.644718	367.355282	0.744037	3.484368	1869
PV07|PV07_00110T0	PV07|PV07_10806T0	0.635123	4.243045	0.149686	964.598868	286.401132	1.111138	4.383337	1353
PV07|PV07_00111T0	PV07|PV07_12421T0	0.877030	2.729625	0.321300	951.061319	314.938681	1.418958	4.013681	1461
PV07|PV07_00112T0	PV07|PV07_02546T0	1.025789	1.987582	0.516099	3137.523218	1134.476782	1.742348	3.843611	5922
PV07|PV07_00113T0	PV07|PV07_04552T0	0.559160	3.942104	0.141843	702.260291	191.739709	1.354771	3.854139	1185
PV07|PV07_00114T0	PV07|PV07_07280T0	0.613643	4.516971	0.135853	1693.338265	412.661735	0.992552	4.135450	2397
PV07|PV07_00123T0	PV07|PV07_11146T0	0.786663	4.246316	0.185258	1104.347155	287.652845	1.797173	4.504770	1452
PV07|PV07_00124T0	PV07|PV07_01712T0	0.551356	4.063767	0.135676	854.492000	225.508000	0.884166	3.854281	1221
PV07|PV07_00127T0	PV07|PV07_09967T0	0.949566	2.439075	0.389314	982.206666	304.793334	1.383348	3.906954	1581
PV07|PV07_00128T0	PV07|PV07_10836T0	0.489827	3.636631	0.134693	451.407510	127.592490	1.173355	3.549837	633
PV07|PV07_00130T0	PV07|PV07_00349T0	0.404581	4.341003	0.093200	1248.639043	326.360957	1.430784	3.660780	1614
PV07|PV07_00131T0	PV07|PV07_00348T0	0.640514	4.132781	0.154984	877.756329	247.243671	1.480997	4.224051	1221
PV07|PV07_00132T0	PV07|PV07_10232T0	0.550508	3.717963	0.148067	550.792947	142.207053	1.390481	3.601456	795
PV07|PV07_00134T0	PV07|PV07_01368T0	0.594893	4.425662	0.134419	1233.640313	365.359687	1.362815	4.410587	1677
PV07|PV07_00135T7	PV07|PV07_00135T6	0.000000	0.000000	99.000000	1063.245367	442.754633	4.600000	0.000000	1506
PV07|PV07_00135T0	PV07|PV07_00135T5	0.000000	0.000000	99.000000	1157.582101	483.417899	4.600000	0.000000	1830
PV07|PV07_00135T1	PV07|PV07_00135T2	0.000000	0.000000	99.000000	1165.129256	484.870744	4.600000	0.000000	1650
PV07|PV07_00135T4	PV07|PV07_00135T3	0.000000	0.000000	99.000000	1165.129256	484.870744	4.600000	0.000000	1650
PV07|PV07_00138T0	PV07|PV07_09099T0	0.155428	4.376094	0.035518	1305.006557	341.993443	1.263203	3.095501	1689
PV07|PV07_00140T0	PV07|PV07_05802T0	0.560731	4.425561	0.126703	1257.689277	365.310723	1.212240	4.291924	1677
PV07|PV07_00141T0	PV07|PV07_11848T0	0.403902	4.251156	0.095010	1309.484696	289.515304	1.130902	3.301461	1671
PV07|PV07_00142T0	PV07|PV07_07455T1	0.400659	4.154795	0.096433	966.391667	254.608333	0.982224	3.550464	1332
PV07|PV07_00143T0	PV07|PV07_04661T0	0.694627	4.657150	0.149153	1425.530880	497.469120	1.307354	5.159126	2751
PV07|PV07_00146T2	PV07|PV07_00146T1	0.004843	0.010224	0.473710	1968.186096	641.813904	3.094540	0.018499	2616
PV07|PV07_00150T0	PV07|PV07_06447T0	0.528699	4.590624	0.115169	1467.756637	455.243363	1.102141	4.470909	2367
PV07|PV07_00153T0	PV07|PV07_00970T0	0.929029	4.433983	0.209525	1253.564075	369.435925	0.927125	5.180535	1797
PV07|PV07_00154T0	PV07|PV07_07482T0	0.642286	4.122443	0.155802	869.140749	243.859251	1.058277	4.214375	1350
PV07|PV07_00162T0	PV07|PV07_10648T0	0.556474	4.939781	0.112652	2271.853190	725.146810	1.231213	4.851144	3627
PV07|PV07_00165T0	PV07|PV07_04588T0	0.733135	2.275779	0.322147	1889.164593	624.835407	1.343526	3.349642	3591
PV07|PV07_00171T0	PV07|PV07_10417T0	0.587780	3.621311	0.162311	744.987324	125.012676	1.334083	3.071030	942
PV07|PV07_00172T0	PV07|PV07_09034T0	0.336770	4.125177	0.081638	865.250244	244.749756	1.172168	3.516288	1110
PV07|PV07_00173T0	PV07|PV07_06875T0	0.574774	4.246290	0.135359	1095.356866	287.643134	1.039623	4.015182	1845
PV07|PV07_00174T0	PV07|PV07_04406T0	0.329637	4.251468	0.077535	1213.364323	289.635677	1.138146	3.256182	1545
PV07|PV07_00175T0	PV07|PV07_00318T0	0.716535	2.795636	0.256305	572.993826	201.006174	1.546658	3.769420	966
PV07|PV07_00176T0	PV07|PV07_04761T0	0.231634	4.256045	0.054425	1382.591368	291.408632	1.362676	2.796600	1755
PV07|PV07_00178T1	PV07|PV07_00178T0	0.000000	0.000000	99.000000	1189.957860	478.042140	4.600000	0.000000	1668
PV07|PV07_00183T0	PV07|PV07_00381T0	0.912484	4.602414	0.198262	1481.543864	462.456136	1.365095	5.370833	2496
PV07|PV07_00186T0	PV07|PV07_03364T0	0.916714	2.316999	0.395647	1597.201181	517.798819	1.558505	3.778604	2331
PV07|PV07_00187T0	PV07|PV07_00188T0	0.701961	1.656439	0.423777	662.193844	225.806156	1.262899	2.834014	939
PV07|PV07_00189T0	PV07|PV07_01177T0	0.600050	4.263311	0.140747	1316.754278	294.245722	0.921157	3.807411	1869
PV07|PV07_00190T0	PV07|PV07_08972T0	0.396347	3.245611	0.122118	335.246754	75.753246	0.688471	2.764522	1725
PV07|PV07_00191T0	PV07|PV07_02098T0	0.738119	4.519054	0.163335	1497.190925	413.809075	1.010858	4.670534	2307
PV07|PV07_00192T0	PV07|PV07_01449T0	0.462047	4.246022	0.108819	969.459962	287.540038	0.917570	3.982905	2853
PV07|PV07_00198T0	PV07|PV07_11886T0	0.862758	2.553001	0.337939	1642.045166	586.954834	1.473292	3.923531	3306
