SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
HMPREF1120|HMPREF1120_00002T0	HMPREF1120|HMPREF1120_02965T0	0.535485	4.480501	0.119515	1244.924648	393.075352	1.447664	4.446544	1731
HMPREF1120|HMPREF1120_00005T0	HMPREF1120|HMPREF1120_04257T0	0.587110	2.343113	0.250569	1021.215678	343.784322	1.548543	3.088114	1584
HMPREF1120|HMPREF1120_00006T0	HMPREF1120|HMPREF1120_06288T0	0.755903	2.198978	0.343752	950.134184	276.865816	1.458054	3.244575	1428
HMPREF1120|HMPREF1120_00007T0	HMPREF1120|HMPREF1120_00489T0	0.445751	3.482938	0.127981	1268.656171	405.343829	1.608286	3.543534	1767
HMPREF1120|HMPREF1120_00008T0	HMPREF1120|HMPREF1120_02315T0	0.382220	2.888808	0.132311	1285.976258	430.023742	2.108808	3.031088	1755
HMPREF1120|HMPREF1120_00009T0	HMPREF1120|HMPREF1120_02931T0	0.298285	3.287737	0.090726	294.870075	80.129925	0.965176	2.811211	390
HMPREF1120|HMPREF1120_00012T0	HMPREF1120|HMPREF1120_02655T0	1.081396	2.200968	0.491327	1023.040164	410.959836	1.631823	4.206737	1827
HMPREF1120|HMPREF1120_00017T0	HMPREF1120|HMPREF1120_01037T0	0.921495	4.929368	0.186940	2182.851068	715.148932	1.112901	5.731592	3738
HMPREF1120|HMPREF1120_00019T0	HMPREF1120|HMPREF1120_00632T0	0.635584	1.966559	0.323196	1019.284993	315.715007	1.494888	2.851042	1689
HMPREF1120|HMPREF1120_00021T0	HMPREF1120|HMPREF1120_05190T0	0.705159	2.552681	0.276243	1230.709786	386.290214	1.581291	3.439559	1815
HMPREF1120|HMPREF1120_00023T0	HMPREF1120|HMPREF1120_04009T0	0.916252	4.888422	0.187433	2280.848024	677.151976	1.117370	5.476711	4149
HMPREF1120|HMPREF1120_00024T0	HMPREF1120|HMPREF1120_08198T0	0.458768	2.277425	0.201442	1185.692133	395.307867	1.588709	2.740498	1629
