SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
A1O7|A1O7_00001T0	A1O7|A1O7_02211T0	0.683770	3.350092	0.204105	1090.042191	334.957809	1.470112	3.931532	1485
A1O7|A1O7_00002T0	A1O7|A1O7_07890T0	0.747047	2.786954	0.268051	1034.374266	363.625734	1.181471	3.832907	1599
A1O7|A1O7_00008T0	A1O7|A1O7_00136T0	0.571172	3.254057	0.175526	1150.702019	346.297981	1.420343	3.575395	1590
A1O7|A1O7_00009T0	A1O7|A1O7_01910T0	0.981130	1.933729	0.507377	1195.352327	394.647673	1.441597	3.652711	2901
A1O7|A1O7_00010T0	A1O7|A1O7_03571T0	0.755258	4.390608	0.172017	1010.323900	348.676100	1.490780	5.063919	1941
A1O7|A1O7_00012T0	A1O7|A1O7_03570T0	0.414780	4.118578	0.100709	936.394293	242.605707	1.515483	3.530758	1230
A1O7|A1O7_00013T0	A1O7|A1O7_00375T0	0.873996	3.454961	0.252968	1051.670243	322.329757	1.299958	4.438410	1755
A1O7|A1O7_00020T0	A1O7|A1O7_00841T0	0.684790	1.868789	0.366435	800.199898	261.800102	1.194917	2.929995	1500
A1O7|A1O7_00022T0	A1O7|A1O7_05713T0	0.654015	4.167730	0.156924	958.962536	259.037464	1.183605	4.203878	1458
A1O7|A1O7_00024T0	A1O7|A1O7_03629T0	0.746555	4.476253	0.166781	1292.144675	390.855325	1.224098	4.838190	2181
A1O7|A1O7_00027T0	A1O7|A1O7_01504T0	0.547595	4.413685	0.124067	1074.428362	359.571638	1.426414	4.551019	1527
A1O7|A1O7_00032T0	A1O7|A1O7_02518T0	0.584755	2.947514	0.198389	423.130274	101.869726	1.692001	3.129657	582
A1O7|A1O7_00036T0	A1O7|A1O7_07225T0	0.598491	4.197651	0.142577	1029.419150	269.580850	1.381971	4.036268	1794
A1O7|A1O7_00043T0	A1O7|A1O7_02330T0	0.786567	2.745755	0.286467	1208.320401	384.679599	1.856915	3.779022	1755
A1O7|A1O7_00049T0	A1O7|A1O7_01148T0	0.675805	1.959226	0.344935	1356.095095	437.904905	1.407337	2.967241	2088
A1O7|A1O7_00053T0	A1O7|A1O7_09078T0	0.738405	4.412235	0.167354	1372.123042	358.876958	1.298067	4.500230	2109
A1O7|A1O7_00057T0	A1O7|A1O7_06340T0	0.527482	2.437974	0.216361	723.118268	257.881732	1.517955	3.089117	2118
A1O7|A1O7_00059T0	A1O7|A1O7_07019T0	0.773881	2.803908	0.276001	1148.813703	414.186297	1.140375	3.935480	2172
A1O7|A1O7_00062T0	A1O7|A1O7_01476T0	0.681977	4.485919	0.152026	1467.074928	395.925072	1.195478	4.471175	2019
A1O7|A1O7_00063T0	A1O7|A1O7_10033T0	0.397631	4.053594	0.098093	1019.530112	222.469888	1.045367	3.157486	1266
A1O7|A1O7_00071T0	A1O7|A1O7_09319T0	0.317354	3.633574	0.087339	406.926560	127.073440	1.300328	3.319497	708
A1O7|A1O7_00074T0	A1O7|A1O7_08636T0	0.929187	3.093009	0.300415	1561.303477	475.696523	1.492272	4.303499	3033
A1O7|A1O7_00083T0	A1O7|A1O7_02916T0	0.475894	4.025169	0.118230	841.803984	214.196016	1.344000	3.587457	1116
A1O7|A1O7_00087T0	A1O7|A1O7_04043T0	0.488063	4.196409	0.116305	774.865307	269.134693	1.404901	4.332132	1122
A1O7|A1O7_00093T0	A1O7|A1O7_00816T0	0.548739	1.736464	0.316010	1274.066940	399.933060	1.662734	2.497491	1704
A1O7|A1O7_00094T0	A1O7|A1O7_05785T0	0.373837	3.848898	0.097128	739.667639	169.332361	1.219118	3.063557	960
A1O7|A1O7_00095T0	A1O7|A1O7_00808T0	0.289072	4.329405	0.066769	1313.647069	321.352931	1.386018	3.249551	1650
A1O7|A1O7_00096T0	A1O7|A1O7_05961T0	0.681209	4.417460	0.154208	1267.614082	361.385918	1.462845	4.530235	1710
A1O7|A1O7_00097T0	A1O7|A1O7_04648T0	0.479120	4.032888	0.118803	899.588105	216.411895	1.507677	3.504774	1158
A1O7|A1O7_00098T0	A1O7|A1O7_07645T0	0.460278	4.216135	0.109170	1313.692630	276.307370	1.408326	3.338892	1719
A1O7|A1O7_00099T0	A1O7|A1O7_02174T0	0.531193	4.308659	0.123285	1208.414179	312.585821	0.931648	3.922539	1596
A1O7|A1O7_00107T0	A1O7|A1O7_05025T0	0.870064	1.958508	0.444248	1109.063306	381.936694	1.517389	3.446644	2547
A1O7|A1O7_00108T0	A1O7|A1O7_06309T0	0.590230	4.594643	0.128460	1495.310453	457.689547	1.666077	4.586017	2199
A1O7|A1O7_00115T0	A1O7|A1O7_01258T0	0.770496	4.790451	0.160840	738.298626	218.701374	1.206158	5.067505	1014
A1O7|A1O7_00119T0	A1O7|A1O7_02731T0	0.546448	3.975547	0.137452	1086.516931	200.483069	0.851494	3.241853	1380
A1O7|A1O7_00121T0	A1O7|A1O7_06720T0	0.786753	4.518474	0.174119	1488.510774	413.489226	1.596989	4.794053	2151
A1O7|A1O7_00126T0	A1O7|A1O7_05831T0	0.879011	4.116655	0.213526	738.776791	242.223209	1.511054	5.035298	1101
A1O7|A1O7_00132T0	A1O7|A1O7_04960T0	0.729271	4.491016	0.162384	1443.374894	398.625106	1.580522	4.630038	2469
A1O7|A1O7_00135T0	A1O7|A1O7_02144T0	0.445313	3.479757	0.127972	496.489207	103.510793	0.785379	2.906428	633
A1O7|A1O7_00140T0	A1O7|A1O7_02032T0	0.490592	3.934468	0.124691	605.202583	189.797417	1.179102	3.938337	942
A1O7|A1O7_00143T0	A1O7|A1O7_01370T0	0.885080	2.242670	0.394654	1006.909135	373.090865	1.401898	3.756336	1728
A1O7|A1O7_00145T0	A1O7|A1O7_02757T0	0.463742	3.853944	0.120329	729.524486	170.475514	1.217425	3.317713	963
A1O7|A1O7_00146T0	A1O7|A1O7_07563T0	0.469309	4.064232	0.115473	770.351931	225.648069	1.177262	3.851262	1065
A1O7|A1O7_00151T0	A1O7|A1O7_06619T0	0.718101	4.666002	0.153901	1629.624726	503.375274	1.281365	4.949347	2340
A1O7|A1O7_00158T0	A1O7|A1O7_08126T0	0.792647	4.179718	0.189641	912.788587	263.211413	1.368510	4.652215	1344
A1O7|A1O7_00161T0	A1O7|A1O7_05391T0	0.695298	3.416289	0.203524	390.888340	95.111660	1.080412	3.683412	525
A1O7|A1O7_00166T0	A1O7|A1O7_00279T0	0.388597	4.055467	0.095821	817.973907	223.026093	1.377653	3.522586	1089
A1O7|A1O7_00171T0	A1O7|A1O7_02816T0	0.770593	3.648652	0.211199	425.346005	129.653995	2.448542	4.328815	735
A1O7|A1O7_00176T0	A1O7|A1O7_08217T0	0.339572	3.882775	0.087456	596.843545	177.156455	1.583661	3.451667	846
A1O7|A1O7_00177T0	A1O7|A1O7_03883T0	0.700981	4.060680	0.172626	999.418251	224.581749	1.395368	3.952273	1611
