SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
PV05|PV05_00001T0	PV05|PV05_04980T0	0.427642	2.727287	0.156801	304.396321	94.603679	1.163358	2.918677	951
PV05|PV05_00002T0	PV05|PV05_05187T0	0.939019	4.303754	0.218186	1045.451921	310.548079	1.131773	5.128809	1713
PV05|PV05_00004T1	PV05|PV05_00004T0	0.000000	0.000000	99.000000	1138.209317	388.790683	4.600000	0.000000	1794
PV05|PV05_00005T0	PV05|PV05_02262T0	0.672956	2.406659	0.279622	1184.390384	405.609616	1.503372	3.345672	1692
PV05|PV05_00006T0	PV05|PV05_12024T0	0.903401	2.552776	0.353890	703.723769	262.276231	1.474298	4.053657	1071
PV05|PV05_00008T0	PV05|PV05_10937T0	0.510381	1.727177	0.295500	1200.891000	410.109000	1.279946	2.460415	1710
PV05|PV05_00009T0	PV05|PV05_09509T0	0.789917	2.410381	0.327715	811.947418	250.052582	1.321968	3.514388	1155
PV05|PV05_00011T0	PV05|PV05_08840T0	0.344703	2.644352	0.130355	801.103074	275.896926	1.596146	2.801424	1125
PV05|PV05_00012T0	PV05|PV05_10798T0	0.384259	4.638914	0.082834	1572.480611	485.519389	1.621053	4.164027	2160
PV05|PV05_00013T0	PV05|PV05_05637T0	0.653368	4.615838	0.141549	1497.191642	470.808358	1.081066	4.803953	2250
PV05|PV05_00014T0	PV05|PV05_08979T0	0.447659	3.926318	0.114015	799.253929	187.746071	0.810992	3.328097	1080
PV05|PV05_00015T0	PV05|PV05_05057T0	0.736011	2.356697	0.312306	572.521373	201.478627	1.902559	3.473668	885
PV05|PV05_00016T0	PV05|PV05_03554T0	0.629031	3.105933	0.202526	1318.034593	451.965407	1.290642	3.784507	1887
PV05|PV05_00017T0	PV05|PV05_11292T0	0.559343	3.649851	0.153251	921.610938	281.389062	1.425219	3.846697	1356
PV05|PV05_00018T0	PV05|PV05_03229T0	0.511451	1.845499	0.277134	390.126921	146.873079	2.307535	2.628966	1674
PV05|PV05_00019T0	PV05|PV05_11623T0	0.754368	3.965934	0.190212	612.070233	197.929767	1.491637	4.617417	915
PV05|PV05_00020T0	PV05|PV05_06246T0	0.844453	4.440893	0.190154	1112.144425	372.855575	1.233318	5.242354	1749
PV05|PV05_00021T0	PV05|PV05_10797T0	0.494573	4.485673	0.110256	1224.204501	395.795499	1.235789	4.409014	1758
PV05|PV05_00022T0	PV05|PV05_10799T0	0.466312	3.892776	0.119789	555.465334	179.534666	1.241718	3.909830	990
PV05|PV05_00023T0	PV05|PV05_07765T0	0.754491	4.579426	0.164757	1486.503183	448.496817	1.353474	4.923118	2148
PV05|PV05_00024T0	PV05|PV05_10501T0	0.540651	3.907370	0.138367	662.937765	183.062235	1.459878	3.807482	996
PV05|PV05_00025T0	PV05|PV05_02568T0	0.838184	3.169049	0.264491	1005.311698	320.688302	1.048399	4.205686	1689
PV05|PV05_00026T0	PV05|PV05_06068T0	0.690080	4.027020	0.171363	775.274489	214.725511	1.122665	4.241533	1092
PV05|PV05_00027T1	PV05|PV05_00027T0	0.006059	0.013683	0.442787	994.441676	295.558324	0.487040	0.023417	1317
PV05|PV05_00028T0	PV05|PV05_05152T0	0.923726	2.403332	0.384352	1013.674083	339.325917	1.575002	3.884412	1548
PV05|PV05_00029T2	PV05|PV05_00029T1	0.005264	0.024449	0.215290	1048.663551	355.336449	1.298628	0.030357	1725
PV05|PV05_00031T1	PV05|PV05_00031T0	0.000000	0.000000	99.000000	971.557641	363.442359	4.600000	0.000000	1335
PV05|PV05_00032T0	PV05|PV05_10215T0	0.561968	2.905455	0.193418	612.820917	203.179083	1.404500	3.436447	882
PV05|PV05_00033T0	PV05|PV05_08797T0	0.384122	2.330424	0.164829	2909.957674	1017.042326	1.544562	2.664568	4065
PV05|PV05_00034T0	PV05|PV05_06235T0	0.315596	2.035039	0.155081	1163.326549	420.673451	1.799063	2.316720	1737
PV05|PV05_00035T0	PV05|PV05_03917T0	0.651788	4.025988	0.161895	706.569852	214.430148	1.099354	4.312140	945
PV05|PV05_00037T0	PV05|PV05_10759T0	0.476521	4.409292	0.108072	1160.528284	357.471716	1.483369	4.207931	1602
PV05|PV05_00038T0	PV05|PV05_03990T0	0.729090	3.543441	0.205758	613.316004	112.683996	1.150963	3.497733	885
PV05|PV05_00039T0	PV05|PV05_10965T0	0.541549	3.803263	0.142391	665.663761	159.336239	1.673605	3.514499	867
PV05|PV05_00040T0	PV05|PV05_10479T0	0.359003	3.789261	0.094742	665.610834	156.389166	1.286033	3.034876	1332
PV05|PV05_00041T0	PV05|PV05_04004T0	0.475634	4.350926	0.109318	1385.292412	330.707588	1.348738	3.667442	1839
PV05|PV05_00042T0	PV05|PV05_04783T0	0.479833	4.490276	0.106860	1251.767848	398.232152	1.284581	4.343295	1788
PV05|PV05_00043T0	PV05|PV05_02453T0	0.663965	2.145670	0.309444	1108.551697	388.448303	1.618261	3.145333	2004
PV05|PV05_00044T0	PV05|PV05_06996T0	0.265373	4.408425	0.060197	1205.941415	357.058585	1.689853	3.635491	1608
PV05|PV05_00045T0	PV05|PV05_10280T0	0.717365	3.424355	0.209489	1660.864533	547.135467	1.208348	4.164446	2523
PV05|PV05_00046T0	PV05|PV05_04966T0	0.746547	2.577516	0.289638	1569.524468	560.475532	1.929570	3.685013	2574
PV05|PV05_00047T0	PV05|PV05_03802T0	0.743664	4.076673	0.182419	631.577731	229.422269	1.576415	4.895335	984
PV05|PV05_00048T0	PV05|PV05_03623T0	0.602221	2.003309	0.300613	1201.947959	391.052041	1.339137	2.838487	1857
PV05|PV05_00049T0	PV05|PV05_08533T0	0.832822	1.668215	0.499230	517.669902	205.330098	3.431715	3.210214	768
PV05|PV05_00051T0	PV05|PV05_09862T0	0.714500	1.426469	0.500887	746.615003	288.384997	1.343289	2.738635	1131
PV05|PV05_00058T0	PV05|PV05_10554T0	0.435547	1.851161	0.235283	773.391237	219.608763	1.662950	2.245860	1005
PV05|PV05_00060T1	PV05|PV05_00060T0	0.000000	0.000000	99.000000	1561.083998	469.916002	4.600000	0.000000	2382
PV05|PV05_00064T0	PV05|PV05_01021T0	0.799645	4.209399	0.189967	983.163162	273.836838	0.934933	4.627376	2598
PV05|PV05_00067T0	PV05|PV05_11734T0	0.424911	2.740995	0.155021	1073.153352	354.846648	1.537875	3.001319	1485
PV05|PV05_00068T0	PV05|PV05_01560T0	0.434135	4.496397	0.096552	1293.504882	401.495118	1.422636	4.189091	1992
PV05|PV05_00069T0	PV05|PV05_07659T0	0.909397	3.257757	0.279148	1620.189183	515.810817	1.364928	4.429468	2388
PV05|PV05_00070T0	PV05|PV05_09750T0	0.909153	4.761528	0.190937	1828.248417	571.751583	1.136271	5.480711	2877
PV05|PV05_00071T0	PV05|PV05_06852T0	0.841012	4.946658	0.170016	2244.173099	731.826901	1.088592	5.551888	4821
PV05|PV05_00074T0	PV05|PV05_07654T0	0.646555	1.733502	0.372976	545.394148	177.605852	1.678089	2.740694	939
PV05|PV05_00075T0	PV05|PV05_07800T0	0.662646	2.139548	0.309713	810.330594	296.669406	1.510386	3.175340	1269
PV05|PV05_00076T0	PV05|PV05_03385T0	0.403907	4.287799	0.094199	934.988698	304.011302	1.602222	4.070674	1500
PV05|PV05_00078T0	PV05|PV05_05317T0	0.682629	4.011076	0.170186	752.791325	210.208675	1.708016	4.227539	1074
PV05|PV05_00082T0	PV05|PV05_02475T0	0.907748	4.366934	0.207869	1048.158030	337.841970	1.118947	5.252807	1545
PV05|PV05_00087T0	PV05|PV05_06566T0	0.592203	2.192686	0.270081	722.045281	273.954719	0.855715	3.097271	1530
PV05|PV05_00091T0	PV05|PV05_00390T0	0.739842	4.532378	0.163235	1300.773512	421.226488	1.645626	5.002656	2109
PV05|PV05_00093T0	PV05|PV05_08549T0	0.697524	4.499356	0.155027	1477.917248	403.082752	1.184317	4.536675	2136
PV05|PV05_00098T0	PV05|PV05_08814T0	0.391914	4.531054	0.086495	1226.516675	420.483325	1.650381	4.345941	1665
PV05|PV05_00099T0	PV05|PV05_04708T0	0.689058	4.334565	0.158968	1221.428452	323.571548	1.231044	4.357625	1575
PV05|PV05_00100T0	PV05|PV05_01287T0	0.449063	4.020082	0.111705	633.251745	212.748255	1.092684	4.041260	894
PV05|PV05_00101T0	PV05|PV05_05024T0	0.280562	4.427800	0.063364	1067.597145	366.402855	1.298559	4.020681	1455
PV05|PV05_00102T0	PV05|PV05_03983T0	0.371753	3.948330	0.094155	904.661951	193.338049	0.843282	3.004572	1161
PV05|PV05_00104T0	PV05|PV05_07877T0	1.136414	1.956637	0.580800	678.348044	263.651956	2.106290	4.097947	1539
PV05|PV05_00105T0	PV05|PV05_06241T0	0.496742	2.026418	0.245133	642.852283	245.147717	1.658221	2.757106	912
PV05|PV05_00107T0	PV05|PV05_02250T0	0.508264	4.763509	0.106700	1724.736497	573.263503	1.251346	4.709358	2661
PV05|PV05_00108T0	PV05|PV05_11789T0	0.912320	5.000800	0.182435	2528.389751	786.610249	1.130711	5.647403	4464
PV05|PV05_00110T0	PV05|PV05_11389T0	0.279890	4.389595	0.063762	1133.794287	348.205713	1.267714	3.736478	1557
PV05|PV05_00111T0	PV05|PV05_04772T0	0.698828	4.168355	0.167651	850.746343	259.253657	1.308687	4.527530	1206
PV05|PV05_00113T0	PV05|PV05_01627T0	0.896858	4.389951	0.204298	1058.628944	348.371056	1.227486	5.285228	1731
PV05|PV05_00120T0	PV05|PV05_10651T0	0.526779	4.379339	0.120287	1096.523448	343.476552	1.427647	4.337138	1779
PV05|PV05_00122T0	PV05|PV05_00974T0	0.740362	1.900808	0.389499	562.150221	199.849779	1.257937	3.134137	1038
PV05|PV05_00127T0	PV05|PV05_04096T0	0.719909	4.626934	0.155591	2969.923576	939.076424	1.200736	4.975533	4962
PV05|PV05_00130T0	PV05|PV05_08418T0	1.041854	4.060010	0.256614	702.618797	224.381203	1.361469	5.317205	1458
PV05|PV05_00131T0	PV05|PV05_09343T0	0.856549	1.549847	0.552667	551.060006	234.939994	1.936880	3.191340	996
PV05|PV05_00137T0	PV05|PV05_07620T0	0.906694	3.094374	0.293014	1258.610562	409.389438	1.179510	4.330898	1893
PV05|PV05_00138T1	PV05|PV05_00138T0	0.000000	0.000000	99.000000	757.683771	364.316229	4.600000	0.000000	1236
