SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A48|B0A48_00001-T1	B0A48|B0A48_08212-T1	0.085224	0.370622	0.229948	634.013030	235.986970	3.544404	0.487913	870
B0A48|B0A48_00002-T1	B0A48|B0A48_08278-T1	0.264832	0.678248	0.390464	719.263230	279.736770	2.678808	1.141786	1179
B0A48|B0A48_00003-T1	B0A48|B0A48_08277-T1	0.118526	0.444602	0.266589	848.582031	300.417969	2.680799	0.611346	1458
B0A48|B0A48_00004-T1	B0A48|B0A48_08276-T1	0.125598	0.710111	0.176871	925.401496	295.598504	2.624173	0.801317	4341
B0A48|B0A48_00006-T1	B0A48|B0A48_08275-T1	0.049008	0.528233	0.092777	2231.149713	963.850287	2.773710	0.580734	3195
B0A48|B0A48_00008-T1	B0A48|B0A48_08274-T1	0.028436	0.400291	0.071038	1159.857721	394.142279	3.718821	0.368249	1554
B0A48|B0A48_00009-T1	B0A48|B0A48_08267-T1	0.002335	1.081181	0.002159	429.094267	131.905733	2.751934	0.767999	561
B0A48|B0A48_00010-T1	B0A48|B0A48_08268-T1	0.097516	0.598107	0.163041	834.763024	326.236976	2.974133	0.714542	1281
B0A48|B0A48_00011-T1	B0A48|B0A48_08269-T1	0.054296	0.652991	0.083149	1279.416237	457.583763	1.799620	0.636037	1749
B0A48|B0A48_00012-T1	B0A48|B0A48_08270-T1	0.021045	0.713274	0.029504	855.337223	209.662777	1.466161	0.471964	1068
B0A48|B0A48_00013-T1	B0A48|B0A48_08271-T1	0.024625	0.720029	0.034200	826.203822	301.796178	3.155053	0.632041	1128
B0A48|B0A48_00014-T1	B0A48|B0A48_08272-T1	0.046949	0.325932	0.144047	631.426978	322.573022	4.942946	0.423842	954
B0A48|B0A48_00015-T1	B0A48|B0A48_08273-T1	0.108792	0.343250	0.316945	1562.956863	837.043137	3.479371	0.571690	2988
B0A48|B0A48_00016-T1	B0A48|B0A48_08266-T1	0.078609	1.089963	0.072121	683.470067	219.529933	1.886366	0.973444	939
