SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
HMPREF1541|HMPREF1541_00001T0	HMPREF1541|HMPREF1541_02918T0	0.030360	0.153700	0.197531	67.217570	28.782430	4.600000	0.202019	171
HMPREF1541|HMPREF1541_00002T0	HMPREF1541|HMPREF1541_02920T0	0.040837	0.082501	0.494992	125.800299	51.199701	4.600000	0.158668	177
HMPREF1541|HMPREF1541_00003T0	HMPREF1541|HMPREF1541_00006T0	0.169714	0.244503	0.694118	144.677227	68.322773	5.398472	0.581111	2481
HMPREF1541|HMPREF1541_00008T0	HMPREF1541|HMPREF1541_04257T0	0.388935	3.797348	0.102423	489.915317	158.084683	1.638939	3.661331	1047
HMPREF1541|HMPREF1541_00009T0	HMPREF1541|HMPREF1541_10305T0	0.504826	4.242691	0.118987	1021.733854	286.266146	1.459402	3.968662	1389
HMPREF1541|HMPREF1541_00010T0	HMPREF1541|HMPREF1541_03712T0	0.472579	3.699865	0.127729	524.183486	138.816514	0.908500	3.444889	3351
HMPREF1541|HMPREF1541_00011T0	HMPREF1541|HMPREF1541_08897T0	0.685393	2.015940	0.339987	1069.442346	367.557654	1.416801	3.077167	1878
HMPREF1541|HMPREF1541_00014T0	HMPREF1541|HMPREF1541_10936T0	0.896705	1.742105	0.514725	997.530420	349.469580	1.850403	3.348114	1536
HMPREF1541|HMPREF1541_00017T0	HMPREF1541|HMPREF1541_01337T0	0.354712	2.394587	0.148131	183.133785	50.866215	2.495974	2.394402	1215
HMPREF1541|HMPREF1541_00019T0	HMPREF1541|HMPREF1541_10437T0	0.439071	1.701679	0.258022	1071.906754	365.093246	1.901263	2.279570	2817
HMPREF1541|HMPREF1541_00022T0	HMPREF1541|HMPREF1541_10438T0	0.293113	1.857720	0.157781	241.006941	73.993059	2.020207	1.981910	1332
HMPREF1541|HMPREF1541_00024T0	HMPREF1541|HMPREF1541_04675T0	0.316366	4.309118	0.073418	1010.222733	312.777267	1.279883	3.780939	2460
HMPREF1541|HMPREF1541_00025T0	HMPREF1541|HMPREF1541_10629T0	0.205474	0.371381	0.553271	233.235428	120.764572	13.529089	0.786216	2466
HMPREF1541|HMPREF1541_00029T0	HMPREF1541|HMPREF1541_09063T0	0.149031	1.316806	0.113176	613.617996	241.382004	4.932528	1.436146	2934
HMPREF1541|HMPREF1541_00030T0	HMPREF1541|HMPREF1541_04558T0	1.066969	1.853543	0.575638	856.502111	304.497889	1.823677	3.819797	1353
HMPREF1541|HMPREF1541_00039T0	HMPREF1541|HMPREF1541_10660T0	0.265435	3.981470	0.066667	601.927487	202.072513	2.168947	3.598201	1638
HMPREF1541|HMPREF1541_00040T0	HMPREF1541|HMPREF1541_10661T0	0.056482	3.665850	0.015408	680.338637	132.661363	0.969929	1.936324	837
HMPREF1541|HMPREF1541_00041T0	HMPREF1541|HMPREF1541_10662T0	0.374864	1.950969	0.192143	773.009349	273.990651	1.454149	2.361951	1170
HMPREF1541|HMPREF1541_00044T0	HMPREF1541|HMPREF1541_10667T0	0.499431	4.282455	0.116623	1111.146957	301.853043	1.056786	3.922746	1770
HMPREF1541|HMPREF1541_00045T0	HMPREF1541|HMPREF1541_10668T0	0.175747	1.681886	0.104494	1196.659578	435.340422	2.582317	1.732541	1653
HMPREF1541|HMPREF1541_00046T0	HMPREF1541|HMPREF1541_10923T0	0.072495	0.184411	0.393115	1422.279129	638.720871	4.851295	0.321536	2061
HMPREF1541|HMPREF1541_00047T0	HMPREF1541|HMPREF1541_10922T0	0.042413	0.108179	0.392064	954.077016	347.922984	1.885878	0.179961	2865
HMPREF1541|HMPREF1541_00048T0	HMPREF1541|HMPREF1541_06359T0	0.653225	2.645166	0.246950	951.809831	320.190169	1.576605	3.463919	1344
HMPREF1541|HMPREF1541_00050T0	HMPREF1541|HMPREF1541_01804T0	0.894753	4.470431	0.200149	1148.167160	387.832840	1.272280	5.392784	2010
HMPREF1541|HMPREF1541_00051T0	HMPREF1541|HMPREF1541_07112T0	0.743240	2.140246	0.347268	715.920529	250.079471	1.949183	3.314696	1377
HMPREF1541|HMPREF1541_00052T0	HMPREF1541|HMPREF1541_00935T0	0.480747	4.972033	0.096690	1110.195333	356.804667	1.113256	4.719361	1518
HMPREF1541|HMPREF1541_00053T0	HMPREF1541|HMPREF1541_03343T0	0.692111	4.139565	0.167194	932.509545	249.490455	0.894798	4.259347	1470
HMPREF1541|HMPREF1541_00054T0	HMPREF1541|HMPREF1541_01643T0	1.054659	1.909297	0.552381	1012.303983	361.696017	1.883538	3.838910	2244
HMPREF1541|HMPREF1541_00055T0	HMPREF1541|HMPREF1541_05141T0	0.437576	4.699999	0.093101	1882.281975	526.718025	1.282030	4.108613	2643
HMPREF1541|HMPREF1541_00057T0	HMPREF1541|HMPREF1541_10507T0	0.492126	3.865148	0.127324	597.958584	173.041416	1.519038	3.747477	885
HMPREF1541|HMPREF1541_00058T0	HMPREF1541|HMPREF1541_10386T0	0.435389	3.932551	0.110714	704.687049	189.312951	0.650268	3.527838	960
HMPREF1541|HMPREF1541_00059T0	HMPREF1541|HMPREF1541_07223T0	0.435215	4.204590	0.103509	1308.913510	272.086490	1.562069	3.251747	1725
HMPREF1541|HMPREF1541_00062T0	HMPREF1541|HMPREF1541_08546T0	0.497097	4.087788	0.121605	991.152472	232.847528	1.235014	3.540516	1245
HMPREF1541|HMPREF1541_00063T0	HMPREF1541|HMPREF1541_03621T0	0.811700	2.748331	0.295343	1541.160317	483.839683	1.360235	3.823276	2925
HMPREF1541|HMPREF1541_00064T0	HMPREF1541|HMPREF1541_10163T0	0.446310	2.051319	0.217572	201.160629	77.839371	2.045707	2.682294	1488
HMPREF1541|HMPREF1541_00075T0	HMPREF1541|HMPREF1541_02514T0	0.856109	4.289828	0.199567	1180.164911	304.835089	1.800611	4.682910	1743
HMPREF1541|HMPREF1541_00078T0	HMPREF1541|HMPREF1541_03357T0	0.843551	2.250802	0.374778	874.954851	298.045149	1.300955	3.603350	1344
HMPREF1541|HMPREF1541_00079T0	HMPREF1541|HMPREF1541_09247T0	0.258952	2.298264	0.112673	1187.103282	342.896718	1.484560	2.147981	1569
HMPREF1541|HMPREF1541_00086T0	HMPREF1541|HMPREF1541_01457T0	0.725728	3.507347	0.206917	456.610525	107.389475	1.126899	3.766103	708
HMPREF1541|HMPREF1541_00087T0	HMPREF1541|HMPREF1541_04314T0	0.908954	1.837893	0.494563	758.079799	261.920201	1.736654	3.442473	1308
HMPREF1541|HMPREF1541_00088T0	HMPREF1541|HMPREF1541_09529T0	0.690249	2.619834	0.263471	651.507388	224.492612	1.415743	3.554233	978
HMPREF1541|HMPREF1541_00089T0	HMPREF1541|HMPREF1541_10563T0	0.675412	4.411604	0.153099	1324.424607	358.575393	1.030763	4.414306	1842
