SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
PV06|PV06_00002T0	PV06|PV06_01719T0	0.670927	4.370631	0.153508	1124.488547	339.511453	1.212147	4.586740	1668
PV06|PV06_00003T1	PV06|PV06_00003T0	0.000000	0.000000	99.000000	1211.684474	417.315526	4.600000	0.000000	1629
PV06|PV06_00007T1	PV06|PV06_00007T0	0.000000	0.000000	99.000000	1836.895146	692.104854	4.600000	0.000000	2583
PV06|PV06_00008T0	PV06|PV06_01352T0	0.598917	4.227114	0.141685	1251.265954	392.734046	1.314716	4.396964	1938
PV06|PV06_00009T0	PV06|PV06_09412T0	0.742270	3.249737	0.228409	660.021104	209.978896	1.422279	4.042378	1017
PV06|PV06_00012T0	PV06|PV06_01099T0	0.470779	2.089390	0.225319	740.539792	243.460208	1.825774	2.613762	1065
PV06|PV06_00018T1	PV06|PV06_00018T0	0.000000	0.000000	99.000000	627.941521	155.058479	4.600000	0.000000	948
PV06|PV06_00020T0	PV06|PV06_06609T0	0.705009	4.444181	0.158636	1416.506329	374.493671	1.342607	4.460581	2037
PV06|PV06_00022T0	PV06|PV06_09424T0	0.620244	2.846681	0.217883	1022.936808	339.063192	1.381936	3.523513	1734
PV06|PV06_00028T0	PV06|PV06_01305T0	0.728635	2.339445	0.311456	517.487823	172.512177	1.698907	3.394098	762
PV06|PV06_00029T7	PV06|PV06_00029T6	0.000000	0.000000	99.000000	743.347755	375.652245	4.600000	0.000000	1119
PV06|PV06_00029T5	PV06|PV06_00029T4	0.000000	0.000000	99.000000	856.403093	457.596907	4.600000	0.000000	1374
PV06|PV06_00029T2	PV06|PV06_00029T3	0.000000	0.000000	99.000000	905.916168	498.083832	4.600000	0.000000	1404
PV06|PV06_00029T0	PV06|PV06_00029T1	0.000000	0.000000	99.000000	906.550716	512.449284	4.600000	0.000000	1479
PV06|PV06_00031T0	PV06|PV06_06351T0	0.818649	1.952543	0.419273	569.050483	186.949517	1.759389	3.297141	861
PV06|PV06_00037T0	PV06|PV06_01432T0	0.853554	4.297615	0.198611	999.983620	308.016380	1.115154	4.993751	1659
PV06|PV06_00038T0	PV06|PV06_10493T0	0.543542	4.156716	0.130762	695.738585	255.261415	1.265802	4.540103	1053
PV06|PV06_00039T0	PV06|PV06_03300T0	0.785823	2.901319	0.270850	1920.451956	632.548044	1.326439	3.929918	4254
PV06|PV06_00040T1	PV06|PV06_00040T0	0.000000	0.000000	99.000000	1926.537382	818.462618	4.600000	0.000000	2745
PV06|PV06_00044T1	PV06|PV06_00044T0	0.000000	0.000000	99.000000	923.913227	426.086773	4.600000	0.000000	1524
PV06|PV06_00045T0	PV06|PV06_11253T0	0.556408	3.948598	0.140913	613.592973	193.407027	1.052338	4.108159	894
PV06|PV06_00046T0	PV06|PV06_07338T0	0.977852	1.981984	0.493370	2901.320075	944.679925	1.083784	3.673480	4497
PV06|PV06_00052T0	PV06|PV06_04634T0	0.417412	4.116273	0.101405	880.138848	241.861152	1.177531	3.644244	1149
PV06|PV06_00053T1	PV06|PV06_00053T0	0.000000	0.000000	99.000000	856.425404	241.574596	4.600000	0.000000	1098
PV06|PV06_00058T0	PV06|PV06_05935T0	0.672178	4.276675	0.157173	1158.464306	299.535694	1.424881	4.238088	1671
PV06|PV06_00060T1	PV06|PV06_00060T0	0.017182	0.018605	0.923494	902.934209	363.065791	2.785069	0.052770	1392
PV06|PV06_00064T0	PV06|PV06_10839T0	0.575267	1.815016	0.316949	815.453662	288.546338	1.089796	2.697880	1197
PV06|PV06_00069T0	PV06|PV06_02235T0	0.368756	3.448922	0.106919	305.658634	99.341366	1.236725	3.372844	456
PV06|PV06_00079T0	PV06|PV06_09855T0	0.536250	4.072391	0.131679	674.883928	228.116072	1.502701	4.288651	966
PV06|PV06_00086T0	PV06|PV06_01772T0	1.047857	4.778108	0.219304	1929.468263	584.531737	1.137645	5.745539	3135
