SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Exoalc1|Exoalc1_100181	Exoalc1|Exoalc1_531975	0.490821	4.277564	0.114743	942.109073	299.890927	1.304009	4.215483	1665
Exoalc1|Exoalc1_100339	Exoalc1|Exoalc1_206683	0.690319	2.697613	0.255900	509.373403	156.626597	1.672674	3.487154	843
Exoalc1|Exoalc1_100443	Exoalc1|Exoalc1_508211	0.293954	4.325411	0.067960	1147.353910	319.646090	1.282989	3.517117	1491
Exoalc1|Exoalc1_1011	Exoalc1|Exoalc1_518623	1.036846	2.107145	0.492062	1772.054375	570.945625	1.503521	3.892975	2943
Exoalc1|Exoalc1_101980	Exoalc1|Exoalc1_63013	0.653436	3.966802	0.164726	740.841133	198.158867	1.420003	4.057985	1044
Exoalc1|Exoalc1_102378	Exoalc1|Exoalc1_507306	0.523186	4.284660	0.122107	1272.258164	302.741836	1.178415	3.738615	1722
Exoalc1|Exoalc1_102784	Exoalc1|Exoalc1_507531	0.704385	4.044341	0.174166	677.257939	219.742061	1.192903	4.567767	933
Exoalc1|Exoalc1_103758	Exoalc1|Exoalc1_445700	0.313205	4.435043	0.070621	1124.041456	369.958544	1.404593	4.001682	1530
Exoalc1|Exoalc1_103798	Exoalc1|Exoalc1_445791	0.581242	2.200896	0.264094	1222.064470	418.935530	1.606512	2.984185	1671
Exoalc1|Exoalc1_104627	Exoalc1|Exoalc1_525360	0.723814	4.087364	0.177086	910.284160	232.715840	1.472826	4.225907	1581
Exoalc1|Exoalc1_10556	Exoalc1|Exoalc1_496760	0.466093	4.125078	0.112990	1036.282512	244.717488	1.433078	3.495276	1524
Exoalc1|Exoalc1_106113	Exoalc1|Exoalc1_278230	0.374981	3.568022	0.105095	414.561612	116.438388	1.899001	3.225465	561
Exoalc1|Exoalc1_106213	Exoalc1|Exoalc1_114078	0.790168	4.089023	0.193241	879.768662	233.231338	1.516961	4.444348	1254
Exoalc1|Exoalc1_10673	Exoalc1|Exoalc1_432587	0.878363	4.502512	0.195083	1497.217821	404.782179	1.316600	4.948954	2160
Exoalc1|Exoalc1_106836	Exoalc1|Exoalc1_352872	0.614062	2.125367	0.288920	579.798494	179.201506	2.533590	2.912653	789
Exoalc1|Exoalc1_106910	Exoalc1|Exoalc1_553476	0.418513	2.007225	0.208503	1729.156209	541.843791	1.358107	2.392703	2604
Exoalc1|Exoalc1_106933	Exoalc1|Exoalc1_440644	0.431873	4.034134	0.107055	644.228184	216.771816	1.768884	4.016416	1044
Exoalc1|Exoalc1_10746	Exoalc1|Exoalc1_7798	0.827415	4.570155	0.181047	1375.013478	442.986522	1.210756	5.218191	2841
Exoalc1|Exoalc1_107536	Exoalc1|Exoalc1_520886	0.664193	1.067672	0.622095	1708.973696	940.026304	1.022147	2.422116	3075
