SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Z518|Z518_00001T0	Z518|Z518_07583T0	0.044886	0.153395	0.292617	965.347967	387.652033	3.641089	0.227926	3393
Z518|Z518_00011T0	Z518|Z518_08638T0	1.010715	1.537461	0.657393	1139.164545	369.835455	1.409821	3.419440	1713
Z518|Z518_00013T0	Z518|Z518_08770T0	0.380690	3.666487	0.103830	473.225944	132.774056	1.126823	3.301816	708
Z518|Z518_00014T0	Z518|Z518_10473T0	0.593546	1.720129	0.345059	1915.900583	634.099417	1.526668	2.621069	2754
Z518|Z518_00019T0	Z518|Z518_07503T0	0.332902	4.523480	0.073594	1524.741439	416.258561	1.305131	3.694786	2112
Z518|Z518_00023T0	Z518|Z518_03067T0	0.859210	2.930599	0.293186	1074.805826	380.194174	1.478746	4.201404	1779
Z518|Z518_00029T0	Z518|Z518_10875T0	0.484012	4.182050	0.115736	839.968787	264.031213	2.090050	4.105291	1158
Z518|Z518_00030T0	Z518|Z518_10874T0	0.320118	4.515147	0.070899	1205.340523	411.659477	1.529161	4.164295	1956
Z518|Z518_00036T0	Z518|Z518_01060T0	0.598298	2.405367	0.248735	621.500633	215.499367	1.510245	3.190673	879
Z518|Z518_00038T0	Z518|Z518_10925T0	0.027072	0.049663	0.545126	1980.123036	872.876964	6.477754	0.101951	2883
Z518|Z518_00039T0	Z518|Z518_00260T0	0.433515	4.665440	0.092921	1711.001904	502.998096	1.481412	4.184896	2385
Z518|Z518_00040T0	Z518|Z518_02249T0	0.664508	4.021032	0.165258	713.982184	213.017816	1.465133	4.307437	1146
Z518|Z518_00041T0	Z518|Z518_03756T0	0.876078	2.603573	0.336490	1199.511559	405.488441	1.633316	3.937541	1824
Z518|Z518_00045T0	Z518|Z518_11116T0	0.880950	3.891087	0.226402	579.869360	179.130640	1.419921	4.774105	990
Z518|Z518_00048T0	Z518|Z518_00416T0	0.527568	4.394643	0.120048	1101.442740	350.557260	1.371004	4.383594	1626
Z518|Z518_00049T0	Z518|Z518_04930T0	0.978606	2.098060	0.466434	1284.133355	407.866645	1.501486	3.745371	1950
Z518|Z518_00050T0	Z518|Z518_05387T0	0.531060	4.356973	0.121887	1229.615346	333.384654	1.150832	4.041357	1662
Z518|Z518_00055T0	Z518|Z518_06796T0	0.809710	2.987944	0.270992	848.689680	285.310320	1.903137	4.073238	1848
Z518|Z518_00059T0	Z518|Z518_00802T0	0.673702	4.276797	0.157525	1134.415505	299.584495	1.150171	4.279331	1521
Z518|Z518_00067T0	Z518|Z518_08419T0	0.875400	4.744693	0.184501	1924.939426	559.060574	1.043654	5.238723	3297
Z518|Z518_00070T0	Z518|Z518_06513T0	0.738677	2.498952	0.295595	1545.241790	515.758210	1.356047	3.537540	2691
Z518|Z518_00076T0	Z518|Z518_07401T0	0.130652	0.201371	0.648810	393.896226	185.103774	4.584607	0.459781	2628
Z518|Z518_00080T0	Z518|Z518_03484T0	0.858188	2.223748	0.385920	842.159507	315.840493	1.624620	3.691918	1704
Z518|Z518_00082T0	Z518|Z518_02554T0	0.314796	4.118545	0.076434	639.405031	242.594969	1.569662	4.083063	957
Z518|Z518_00085T0	Z518|Z518_10348T0	0.996423	3.014344	0.330561	1693.731774	565.268226	1.449973	4.504099	4005
Z518|Z518_00088T0	Z518|Z518_04939T0	0.478888	2.240890	0.213704	1209.624945	437.375055	1.249987	2.840409	1719
Z518|Z518_00089T0	Z518|Z518_09749T0	0.611736	4.419150	0.138428	1206.798584	362.201416	0.997686	4.472017	1686
Z518|Z518_00090T0	Z518|Z518_08489T0	0.891414	2.056434	0.433476	1173.053302	404.946698	1.367235	3.571145	1719
Z518|Z518_00091T0	Z518|Z518_11359T0	0.383860	2.022636	0.189782	742.581810	253.418190	1.854056	2.402470	1098
Z518|Z518_00092T0	Z518|Z518_00814T0	0.752081	1.856758	0.405051	613.503556	193.496444	1.945233	3.050856	1290
Z518|Z518_00093T0	Z518|Z518_05646T0	0.730154	2.860100	0.255290	1326.214528	509.785472	1.648143	3.964670	2202
Z518|Z518_00094T0	Z518|Z518_06849T0	0.201489	0.310751	0.648394	1023.476742	434.523258	3.597886	0.702156	1581
Z518|Z518_00095T0	Z518|Z518_01819T0	0.655425	4.139859	0.158321	839.411920	249.588080	1.441654	4.362068	1188
Z518|Z518_00096T0	Z518|Z518_03420T0	0.356882	4.034253	0.088463	758.193661	216.806339	1.342369	3.523807	1014
Z518|Z518_00097T0	Z518|Z518_04367T0	0.331926	4.384073	0.075712	1169.348579	345.651421	1.200664	3.769304	1563
Z518|Z518_00098T0	Z518|Z518_00562T0	0.866611	4.697270	0.184492	1827.194807	524.805193	1.172396	5.164055	2838
Z518|Z518_00099T0	Z518|Z518_03374T0	0.553752	4.359288	0.127028	1027.584527	334.415473	1.346816	4.464407	1581
Z518|Z518_00101T0	Z518|Z518_10786T0	0.261337	0.502936	0.519624	213.229577	83.770423	3.865670	0.988444	726
Z518|Z518_00105T0	Z518|Z518_07616T0	0.840577	4.223170	0.199039	870.088967	278.911033	1.563355	4.985028	1326
Z518|Z518_00106T0	Z518|Z518_01308T0	0.573093	3.244688	0.176625	428.165016	138.834984	1.531293	3.681770	1575
Z518|Z518_00107T0	Z518|Z518_10104T0	0.288623	3.573543	0.080767	1367.079064	459.920936	2.138529	3.346663	2142
Z518|Z518_00108T0	Z518|Z518_10102T0	0.215974	4.311026	0.050098	1084.426119	313.573881	1.229532	3.403504	1398
Z518|Z518_00113T0	Z518|Z518_04586T0	0.549816	2.138747	0.257074	493.703709	178.296291	1.526945	2.914183	1533
Z518|Z518_00114T0	Z518|Z518_00821T0	0.773852	4.258756	0.181708	880.535894	292.464106	1.095225	4.928229	1554
Z518|Z518_00115T0	Z518|Z518_06241T0	0.094034	0.110980	0.847303	1648.009213	652.990787	3.729137	0.296529	2331
Z518|Z518_00117T0	Z518|Z518_04610T0	0.306984	4.519250	0.067928	1302.082279	413.917721	1.560299	3.969085	1740
Z518|Z518_00118T0	Z518|Z518_09433T0	0.470547	2.504921	0.187849	901.888748	304.111252	1.247349	2.950636	1371
Z518|Z518_00119T0	Z518|Z518_03502T0	0.327954	4.097060	0.080046	778.255802	235.744198	1.663766	3.612694	1032
Z518|Z518_00120T0	Z518|Z518_03515T0	0.218502	4.549549	0.048027	1302.415201	443.584799	2.449252	3.956513	1779
Z518|Z518_00121T0	Z518|Z518_03520T0	0.287262	4.450293	0.064549	1227.441907	377.558093	1.549900	3.799705	1632
Z518|Z518_00122T0	Z518|Z518_04677T0	0.567413	3.405951	0.166595	1255.051567	478.948433	1.369443	4.054339	1842
Z518|Z518_00123T0	Z518|Z518_11306T0	0.243484	4.151939	0.058644	763.359157	253.640843	1.325394	3.654771	1056
Z518|Z518_00124T0	Z518|Z518_07734T0	0.302447	3.960054	0.076374	583.615873	196.384127	1.571724	3.670018	858
Z518|Z518_00125T0	Z518|Z518_11319T0	0.630419	3.141549	0.200671	1220.502229	384.497771	1.623331	3.695974	1764
Z518|Z518_00128T0	Z518|Z518_09382T0	0.385070	3.670435	0.104911	421.525130	133.474870	1.130698	3.525554	1548
Z518|Z518_00137T0	Z518|Z518_06350T0	0.540992	3.845466	0.140683	518.440739	168.559261	0.982915	4.055288	783
Z518|Z518_00142T0	Z518|Z518_07053T0	0.204832	3.827199	0.053520	501.496530	164.503470	1.577226	3.298694	1092
Z518|Z518_00144T0	Z518|Z518_07055T0	0.302947	1.820780	0.166383	1051.374772	388.625228	2.338474	2.137732	3273
Z518|Z518_00145T0	Z518|Z518_00377T0	0.469692	3.001422	0.156490	1377.002981	479.997019	1.723622	3.372278	2196
Z518|Z518_00146T0	Z518|Z518_07056T0	0.383493	3.593786	0.106710	452.492147	120.507853	1.245421	3.175952	603
Z518|Z518_00148T0	Z518|Z518_04579T0	0.570963	4.169740	0.136930	928.267364	259.732636	0.949839	4.073292	1254
Z518|Z518_00150T0	Z518|Z518_09427T0	0.828983	4.374648	0.189497	1083.665035	341.334965	1.433911	5.034863	1671
Z518|Z518_00159T0	Z518|Z518_01544T0	0.300460	4.035836	0.074448	667.735651	217.264349	1.206021	3.652446	1023
Z518|Z518_00162T0	Z518|Z518_09724T0	0.731227	4.607711	0.158696	1520.265860	465.734140	1.054249	4.920888	2163
Z518|Z518_00171T0	Z518|Z518_02600T0	0.806725	4.394871	0.183561	1113.336148	350.663852	1.607701	4.998521	2379
Z518|Z518_00184T0	Z518|Z518_01098T0	0.956131	4.687783	0.203962	1668.791438	518.208562	1.206863	5.521033	2808
Z518|Z518_00186T0	Z518|Z518_01705T0	0.781409	4.055785	0.192665	727.879186	223.120814	1.792942	4.648900	1092
Z518|Z518_00187T0	Z518|Z518_04812T0	0.402542	1.414222	0.284639	636.474282	242.525718	2.332605	2.045027	2067
Z518|Z518_00196T0	Z518|Z518_03640T0	0.343032	4.610023	0.074410	1464.828377	467.171623	1.184222	4.124463	1971
Z518|Z518_00197T0	Z518|Z518_06421T0	0.724358	3.787298	0.191260	1289.569571	396.430429	1.128461	4.333647	1746
Z518|Z518_00198T0	Z518|Z518_10627T0	0.896801	4.882403	0.183680	1708.157646	565.842354	1.441061	5.665630	2646
Z518|Z518_00200T0	Z518|Z518_07528T0	0.446438	2.031071	0.219804	1172.525185	435.474815	1.872861	2.626754	1776
Z518|Z518_00201T0	Z518|Z518_00855T0	0.574724	2.262519	0.254019	759.412196	227.587804	1.503240	2.891715	1146
Z518|Z518_00202T0	Z518|Z518_06669T0	0.664409	2.031410	0.327068	1258.874939	502.125061	1.822318	3.162572	1857
Z518|Z518_00203T0	Z518|Z518_10362T0	0.602878	2.191724	0.275070	1099.807446	373.192554	1.494758	3.016261	1518
Z518|Z518_00204T0	Z518|Z518_03346T0	0.376815	4.172686	0.090305	903.245101	260.754899	1.124080	3.681456	1557
Z518|Z518_00206T0	Z518|Z518_02604T0	0.405446	4.129376	0.098186	875.876341	246.123659	1.400334	3.666999	1161
Z518|Z518_00209T0	Z518|Z518_04112T0	0.170436	3.915576	0.043528	564.923727	185.076273	0.699266	3.283854	753
Z518|Z518_00217T0	Z518|Z518_04373T0	0.963402	4.612809	0.208854	1472.089177	468.910823	1.247139	5.535101	2445
Z518|Z518_00218T0	Z518|Z518_04240T0	0.769266	4.495626	0.171114	1278.916947	401.083053	1.357149	4.976691	2049
Z518|Z518_00219T0	Z518|Z518_00958T0	0.919137	4.808290	0.191157	1827.465679	608.534321	1.042734	5.672045	3210
Z518|Z518_00220T0	Z518|Z518_03947T0	0.444632	3.018111	0.147321	557.496990	183.503010	1.253050	3.245804	936
Z518|Z518_00223T0	Z518|Z518_01238T0	0.236710	4.549348	0.052032	1285.133992	430.866008	1.323017	3.958677	2127
Z518|Z518_00225T0	Z518|Z518_02991T0	0.186791	0.439450	0.425057	1051.056590	376.943410	2.357080	0.760453	2250
Z518|Z518_00227T0	Z518|Z518_02705T0	0.672225	4.978860	0.135016	2623.066655	763.933345	1.318711	4.930742	4035
Z518|Z518_00233T0	Z518|Z518_06104T0	0.529133	3.164226	0.167224	1575.705724	503.294276	1.386243	3.501147	2433
Z518|Z518_00238T0	Z518|Z518_06011T0	0.699442	2.663762	0.262577	1131.999115	341.000885	1.365935	3.462550	1578
Z518|Z518_00242T0	Z518|Z518_04854T0	0.707157	4.073362	0.173605	716.588381	228.411619	1.214313	4.562361	1281
Z518|Z518_00247T0	Z518|Z518_09793T0	0.708092	2.115448	0.334724	1154.799108	393.200892	1.615331	3.196705	1677
Z518|Z518_00251T0	Z518|Z518_07585T0	0.037221	0.039158	0.950523	1368.615712	647.384288	11.266112	0.113528	2037
Z518|Z518_00253T0	Z518|Z518_02329T0	0.093179	0.083418	1.117015	196.756247	103.243753	18.572005	0.269459	2097
Z518|Z518_00254T0	Z518|Z518_04823T0	0.081974	0.166305	0.492915	517.201461	190.798539	2.542517	0.314102	1650
Z518|Z518_00255T0	Z518|Z518_00590T0	1.039873	1.990383	0.522449	1687.762066	652.237934	1.801652	3.914439	4125
Z518|Z518_00256T0	Z518|Z518_03317T0	0.224217	0.675700	0.331829	1896.025812	788.974188	3.343591	1.070649	3489
Z518|Z518_00257T0	Z518|Z518_03529T0	0.758126	4.417953	0.171601	1048.376192	361.623808	1.314426	5.090295	2181
Z518|Z518_00259T0	Z518|Z518_01848T0	0.508896	4.081925	0.124671	725.965698	231.034302	1.151781	4.114437	1350
Z518|Z518_00261T0	Z518|Z518_04091T0	0.448354	0.522626	0.857887	417.340416	173.659584	3.718409	1.410533	822
