SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Zymps1|Zymps1_806254	Zymps1|Zymps1_799647	0.608401	4.102497	0.148300	1064.540645	237.459355	1.512870	3.736967	2229
Zymps1|Zymps1_806247	Zymps1|Zymps1_805284	0.995702	2.737439	0.363735	945.629706	296.370294	1.247971	4.233964	1347
Zymps1|Zymps1_806241	Zymps1|Zymps1_802288	0.698011	2.229582	0.313068	632.975230	159.024770	1.287765	3.016600	936
Zymps1|Zymps1_806240	Zymps1|Zymps1_796073	0.347011	4.083142	0.084986	1127.590376	231.409624	1.095134	2.949591	1515
Zymps1|Zymps1_806239	Zymps1|Zymps1_801923	0.589334	3.134739	0.188001	606.183248	185.816752	0.962626	3.559589	897
Zymps1|Zymps1_806237	Zymps1|Zymps1_803701	0.622065	2.842015	0.218882	1161.974737	350.025263	1.253502	3.407938	1650
Zymps1|Zymps1_806236	Zymps1|Zymps1_802671	0.737727	4.429793	0.166538	1276.622434	367.377566	1.331546	4.688332	1953
Zymps1|Zymps1_806235	Zymps1|Zymps1_797145	0.768017	2.361022	0.325290	1726.383955	508.616045	1.463491	3.391605	2829
Zymps1|Zymps1_806231	Zymps1|Zymps1_805387	0.669566	3.994170	0.167636	772.476531	205.523469	1.059394	4.104662	1269
Zymps1|Zymps1_806227	Zymps1|Zymps1_800702	0.289310	4.913575	0.058880	2389.752783	700.247217	1.173282	4.011744	3135
Zymps1|Zymps1_806226	Zymps1|Zymps1_800701	0.221767	4.345408	0.051035	1276.716581	328.283419	0.971424	3.195625	1626
Zymps1|Zymps1_806215	Zymps1|Zymps1_801362	0.703047	2.638989	0.266408	599.128347	141.871653	1.281101	3.221105	861
Zymps1|Zymps1_806211	Zymps1|Zymps1_801930	0.846009	4.527767	0.186849	1606.355516	418.644484	1.039398	4.821506	2304
Zymps1|Zymps1_806207	Zymps1|Zymps1_797765	0.624690	4.282359	0.145875	1033.185636	301.814364	1.094658	4.354827	1581
Zymps1|Zymps1_806200	Zymps1|Zymps1_804204	0.547171	2.454150	0.222957	1310.118692	330.881308	1.260425	2.795049	1698
Zymps1|Zymps1_806198	Zymps1|Zymps1_796278	0.838362	2.505293	0.334636	1625.871569	474.128431	1.398639	3.644142	2751
Zymps1|Zymps1_806195	Zymps1|Zymps1_797010	0.843991	2.641120	0.319558	619.910493	205.089507	1.147834	3.872236	933
Zymps1|Zymps1_806194	Zymps1|Zymps1_799746	0.612484	2.084737	0.293794	1242.615460	380.384540	1.313921	2.872613	3261
Zymps1|Zymps1_806185	Zymps1|Zymps1_799902	0.795420	4.558944	0.174475	1609.585872	436.414128	1.449611	4.794552	2400
Zymps1|Zymps1_806181	Zymps1|Zymps1_803031	0.783374	2.278035	0.343882	1001.138941	309.861059	1.406580	3.409933	1506
Zymps1|Zymps1_806180	Zymps1|Zymps1_803032	0.643424	2.417883	0.266110	350.796113	111.203887	2.232995	3.211614	552
Zymps1|Zymps1_806177	Zymps1|Zymps1_802611	0.344841	1.459982	0.236195	463.325273	85.674727	1.416226	1.556596	633
Zymps1|Zymps1_806176	Zymps1|Zymps1_803788	0.815439	4.055448	0.201072	769.979340	223.020660	1.341863	4.629365	1617
Zymps1|Zymps1_806171	Zymps1|Zymps1_806169	0.547543	1.593740	0.343559	512.444952	174.555048	2.407309	2.440093	753
Zymps1|Zymps1_806168	Zymps1|Zymps1_806158	0.654536	1.864698	0.351014	505.051632	172.948368	1.549426	2.889695	894
Zymps1|Zymps1_806167	Zymps1|Zymps1_806161	0.555940	1.182479	0.470148	454.154605	127.845395	1.345581	2.080707	651
Zymps1|Zymps1_806166	Zymps1|Zymps1_806165	0.699366	1.861252	0.375750	524.434278	171.565722	1.848563	2.957322	711
Zymps1|Zymps1_806156	Zymps1|Zymps1_806004	0.281764	2.782087	0.101278	388.468002	121.531998	0.980614	2.632758	723
Zymps1|Zymps1_806154	Zymps1|Zymps1_806153	0.754491	3.737490	0.201871	601.041749	145.958251	0.904567	4.012041	894
Zymps1|Zymps1_806152	Zymps1|Zymps1_806150	0.783013	2.666398	0.293659	589.999224	175.000776	1.715178	3.641563	837
Zymps1|Zymps1_806146	Zymps1|Zymps1_806145	0.684090	3.969089	0.172354	728.235792	198.764208	1.567595	4.165344	1233
Zymps1|Zymps1_806142	Zymps1|Zymps1_806141	0.821091	2.576868	0.318639	683.222716	189.777284	1.216587	3.608314	990
Zymps1|Zymps1_806140	Zymps1|Zymps1_806138	0.760663	2.003347	0.379696	849.340033	245.659967	1.765488	3.118366	1197
Zymps1|Zymps1_806126	Zymps1|Zymps1_806125	0.519227	1.915382	0.271083	500.044283	129.955717	1.552319	2.421673	726
Zymps1|Zymps1_806122	Zymps1|Zymps1_806121	0.746664	1.608416	0.464223	579.992060	200.007940	2.113340	2.902904	849
Zymps1|Zymps1_806115	Zymps1|Zymps1_806107	0.613999	2.765608	0.222012	312.587290	95.412710	1.512881	3.351489	609
Zymps1|Zymps1_806114	Zymps1|Zymps1_806113	0.634453	1.961208	0.323501	489.976434	140.023566	2.244137	2.788012	726
Zymps1|Zymps1_806112	Zymps1|Zymps1_806111	0.577514	3.762153	0.153506	512.162368	150.837632	1.539184	3.906131	810
Zymps1|Zymps1_806108	Zymps1|Zymps1_806109	0.703272	1.935891	0.363281	525.533170	176.466830	2.171645	3.039374	858
