SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Exoalc1_J33|Exoalc1_J33_101474	Exoalc1_J33|Exoalc1_J33_224506	0.508603	4.379766	0.116126	979.327926	343.672074	1.202707	4.542614	1368
Exoalc1_J33|Exoalc1_J33_101598	Exoalc1_J33|Exoalc1_J33_528795	0.445177	4.421999	0.100673	1124.420474	363.579526	1.144119	4.250633	1641
Exoalc1_J33|Exoalc1_J33_10246	Exoalc1_J33|Exoalc1_J33_547314	0.359165	2.934027	0.122414	1171.895794	394.104206	1.484151	3.021486	1608
Exoalc1_J33|Exoalc1_J33_102478	Exoalc1_J33|Exoalc1_J33_513823	0.724343	4.307998	0.168139	1007.689595	312.310405	1.029625	4.716695	2877
Exoalc1_J33|Exoalc1_J33_102590	Exoalc1_J33|Exoalc1_J33_341410	0.414173	4.306590	0.096172	1119.275440	311.724560	1.304166	3.786254	1665
Exoalc1_J33|Exoalc1_J33_102977	Exoalc1_J33|Exoalc1_J33_475503	0.739362	4.088250	0.180850	781.008993	232.991007	1.411769	4.526549	1173
Exoalc1_J33|Exoalc1_J33_10298	Exoalc1_J33|Exoalc1_J33_513979	0.618133	1.300818	0.475188	460.171839	145.828161	1.806365	2.347245	777
Exoalc1_J33|Exoalc1_J33_103301	Exoalc1_J33|Exoalc1_J33_513775	0.607968	4.392827	0.138400	1363.290702	349.709298	1.015779	4.141943	1827
Exoalc1_J33|Exoalc1_J33_10336	Exoalc1_J33|Exoalc1_J33_476543	0.237788	4.192923	0.056712	1289.113178	267.886822	1.384404	2.754844	1605
Exoalc1_J33|Exoalc1_J33_104029	Exoalc1_J33|Exoalc1_J33_53908	0.777065	4.195562	0.185211	841.168970	268.831030	1.103900	4.814973	2169
Exoalc1_J33|Exoalc1_J33_104539	Exoalc1_J33|Exoalc1_J33_544496	0.691055	3.718828	0.185826	508.628878	142.371122	1.396772	4.059651	978
Exoalc1_J33|Exoalc1_J33_104956	Exoalc1_J33|Exoalc1_J33_69706	0.499221	3.901770	0.127947	745.299516	181.700484	1.026461	3.498455	975
Exoalc1_J33|Exoalc1_J33_105533	Exoalc1_J33|Exoalc1_J33_484530	1.069100	2.161813	0.494539	2197.683345	799.316655	1.682403	4.081599	3960
Exoalc1_J33|Exoalc1_J33_105594	Exoalc1_J33|Exoalc1_J33_408460	1.024512	2.903864	0.352810	1293.457570	455.542430	1.349905	4.542017	1944
Exoalc1_J33|Exoalc1_J33_108154	Exoalc1_J33|Exoalc1_J33_549446	0.437833	4.290774	0.102041	1266.780062	305.219938	1.277136	3.557764	1713
Exoalc1_J33|Exoalc1_J33_108216	Exoalc1_J33|Exoalc1_J33_534991	0.592107	4.431468	0.133614	1359.800741	368.199259	1.253898	4.230575	2097
Exoalc1_J33|Exoalc1_J33_108221	Exoalc1_J33|Exoalc1_J33_60367	0.474305	4.355935	0.108887	1098.076128	332.923872	1.077308	4.132112	1530
Exoalc1_J33|Exoalc1_J33_108428	Exoalc1_J33|Exoalc1_J33_540647	0.390290	4.460237	0.087504	1294.402880	382.597120	1.198288	3.956470	1728
Exoalc1_J33|Exoalc1_J33_108710	Exoalc1_J33|Exoalc1_J33_567797	0.683056	2.411333	0.283269	670.546323	235.453677	1.672203	3.396616	1680
Exoalc1_J33|Exoalc1_J33_1089	Exoalc1_J33|Exoalc1_J33_576612	0.710165	3.429375	0.207083	899.494576	285.505424	1.390515	4.095937	1299
Exoalc1_J33|Exoalc1_J33_109664	Exoalc1_J33|Exoalc1_J33_480349	0.436419	4.320869	0.101002	1293.283722	317.716278	1.246143	3.607493	1806
Exoalc1_J33|Exoalc1_J33_110123	Exoalc1_J33|Exoalc1_J33_459350	0.595667	4.113552	0.144806	758.014795	240.985205	1.205596	4.332821	1194
Exoalc1_J33|Exoalc1_J33_110168	Exoalc1_J33|Exoalc1_J33_536491	0.992461	2.732214	0.363244	924.607866	299.392134	1.114038	4.254020	1389
Exoalc1_J33|Exoalc1_J33_111211	Exoalc1_J33|Exoalc1_J33_452575	0.533908	3.477662	0.153525	394.777976	103.222024	1.097887	3.432208	954
Exoalc1_J33|Exoalc1_J33_111385	Exoalc1_J33|Exoalc1_J33_516432	0.511143	2.141389	0.238697	679.131216	244.868784	1.960323	2.829521	957
Exoalc1_J33|Exoalc1_J33_112094	Exoalc1_J33|Exoalc1_J33_564920	0.511771	4.806941	0.106465	2230.559032	607.440968	1.007180	4.293307	3810
Exoalc1_J33|Exoalc1_J33_112288	Exoalc1_J33|Exoalc1_J33_494571	0.317123	4.085599	0.077620	988.831060	232.168940	0.940492	3.101056	1371
Exoalc1_J33|Exoalc1_J33_112305	Exoalc1_J33|Exoalc1_J33_574415	0.867947	3.875650	0.223949	640.518505	175.481495	1.000530	4.544268	948
Exoalc1_J33|Exoalc1_J33_112660	Exoalc1_J33|Exoalc1_J33_326995	0.230833	99.000000	0.002332	1078.046549	223.953451	1.034081	51.659540	1422
Exoalc1_J33|Exoalc1_J33_114132	Exoalc1_J33|Exoalc1_J33_525892	0.173178	4.000303	0.043291	680.788929	207.211071	1.411953	3.198666	891
Exoalc1_J33|Exoalc1_J33_114420	Exoalc1_J33|Exoalc1_J33_312176	0.887665	4.622555	0.192029	1468.956621	475.043379	1.328054	5.401012	2694
Exoalc1_J33|Exoalc1_J33_115875	Exoalc1_J33|Exoalc1_J33_575755	0.839031	4.568808	0.183643	1567.808088	442.191912	1.287070	4.978700	2427
Exoalc1_J33|Exoalc1_J33_11607	Exoalc1_J33|Exoalc1_J33_546691	0.726390	4.413585	0.164581	1248.476377	359.523623	0.937870	4.652368	1800
Exoalc1_J33|Exoalc1_J33_116158	Exoalc1_J33|Exoalc1_J33_523556	0.382141	4.357087	0.087706	1223.564432	333.435568	1.455340	3.700157	1848
Exoalc1_J33|Exoalc1_J33_118596	Exoalc1_J33|Exoalc1_J33_195757	0.664036	3.850502	0.172454	703.304936	169.695064	1.171635	3.850279	945
Exoalc1_J33|Exoalc1_J33_118620	Exoalc1_J33|Exoalc1_J33_516769	0.707721	4.210539	0.168083	940.746561	274.253439	1.210031	4.495163	1524
Exoalc1_J33|Exoalc1_J33_11867	Exoalc1_J33|Exoalc1_J33_276512	0.328743	4.236964	0.077589	1182.911822	284.088178	1.220047	3.256738	1557
Exoalc1_J33|Exoalc1_J33_118884	Exoalc1_J33|Exoalc1_J33_528977	0.403195	4.444136	0.090725	1869.528748	374.471252	1.174505	3.232601	2481
Exoalc1_J33|Exoalc1_J33_118888	Exoalc1_J33|Exoalc1_J33_576343	0.946135	3.039181	0.311313	1096.965450	409.034550	1.957542	4.543840	1668
Exoalc1_J33|Exoalc1_J33_118894	Exoalc1_J33|Exoalc1_J33_549186	0.560837	4.259990	0.131652	1171.054595	292.945405	1.118583	3.903104	1533
Exoalc1_J33|Exoalc1_J33_118932	Exoalc1_J33|Exoalc1_J33_412055	0.622184	4.342926	0.143264	1145.801387	327.198613	1.348364	4.346027	1533
Exoalc1_J33|Exoalc1_J33_119524	Exoalc1_J33|Exoalc1_J33_470057	0.692262	3.665837	0.188842	509.340911	132.659089	1.171764	3.920113	822
Exoalc1_J33|Exoalc1_J33_119880	Exoalc1_J33|Exoalc1_J33_552565	0.413674	4.365930	0.094750	1159.610046	337.389954	1.650370	3.913269	1557
Exoalc1_J33|Exoalc1_J33_119995	Exoalc1_J33|Exoalc1_J33_317515	0.315775	2.187125	0.144379	1219.053205	388.946795	1.512560	2.305265	1716
Exoalc1_J33|Exoalc1_J33_120334	Exoalc1_J33|Exoalc1_J33_549431	0.594071	4.453030	0.133408	1307.061692	378.938308	1.545046	4.384184	1791
Exoalc1_J33|Exoalc1_J33_121640	Exoalc1_J33|Exoalc1_J33_471799	0.566797	4.262796	0.132964	1349.956450	294.043550	1.127053	3.683576	1881
Exoalc1_J33|Exoalc1_J33_121973	Exoalc1_J33|Exoalc1_J33_568277	0.801947	4.489020	0.178646	1342.434374	397.565626	1.224378	4.933175	2139
Exoalc1_J33|Exoalc1_J33_122001	Exoalc1_J33|Exoalc1_J33_573208	0.521408	2.002150	0.260424	1279.433755	439.566245	1.814235	2.700148	1749
Exoalc1_J33|Exoalc1_J33_122794	Exoalc1_J33|Exoalc1_J33_481382	0.691327	2.670793	0.258847	1367.200931	438.799069	1.767420	3.516818	2055
Exoalc1_J33|Exoalc1_J33_122811	Exoalc1_J33|Exoalc1_J33_481698	0.417110	3.953253	0.105510	672.388862	194.611138	1.591190	3.632549	909
Exoalc1_J33|Exoalc1_J33_122844	Exoalc1_J33|Exoalc1_J33_122880	0.509066	3.808817	0.133655	628.479259	160.520741	1.353860	3.541184	891
Exoalc1_J33|Exoalc1_J33_123305	Exoalc1_J33|Exoalc1_J33_575767	0.592546	3.897053	0.152050	677.438557	180.561443	1.345826	3.863885	1038
Exoalc1_J33|Exoalc1_J33_123320	Exoalc1_J33|Exoalc1_J33_557152	0.291479	2.160767	0.134896	646.462566	292.537434	2.875497	2.621520	1080
Exoalc1_J33|Exoalc1_J33_124287	Exoalc1_J33|Exoalc1_J33_513675	0.956704	5.024504	0.190408	2629.131216	811.868784	1.322321	5.749380	10023
Exoalc1_J33|Exoalc1_J33_126497	Exoalc1_J33|Exoalc1_J33_483908	0.546135	3.844302	0.142064	689.702053	168.297947	1.542945	3.579226	984
Exoalc1_J33|Exoalc1_J33_126868	Exoalc1_J33|Exoalc1_J33_567341	0.545927	4.058386	0.134518	799.103957	223.896043	1.093375	3.944014	1065
Exoalc1_J33|Exoalc1_J33_127229	Exoalc1_J33|Exoalc1_J33_550864	0.695061	4.705606	0.147709	1722.329305	530.670695	1.127167	4.919109	2742
Exoalc1_J33|Exoalc1_J33_127248	Exoalc1_J33|Exoalc1_J33_474500	0.267255	4.431492	0.060308	1266.789173	368.210827	1.481360	3.615192	1713
Exoalc1_J33|Exoalc1_J33_127262	Exoalc1_J33|Exoalc1_J33_46766	0.383813	4.714474	0.081412	1710.017311	536.982689	1.510212	4.256232	2346
Exoalc1_J33|Exoalc1_J33_127485	Exoalc1_J33|Exoalc1_J33_202134	0.699850	2.488039	0.281286	1121.593362	348.406638	1.423368	3.371012	1677
Exoalc1_J33|Exoalc1_J33_12978	Exoalc1_J33|Exoalc1_J33_537485	0.455847	4.716038	0.096659	1663.896505	538.103495	1.481896	4.490734	2355
Exoalc1_J33|Exoalc1_J33_129856	Exoalc1_J33|Exoalc1_J33_519100	0.419051	3.391445	0.123561	333.987242	92.012758	1.084796	3.183198	1485
Exoalc1_J33|Exoalc1_J33_130462	Exoalc1_J33|Exoalc1_J33_543605	0.331027	4.093861	0.080859	1302.087272	422.912728	1.294251	3.760647	2109
Exoalc1_J33|Exoalc1_J33_130788	Exoalc1_J33|Exoalc1_J33_396033	0.802099	4.163204	0.192664	870.520707	257.479293	1.511894	4.707932	1239
Exoalc1_J33|Exoalc1_J33_130828	Exoalc1_J33|Exoalc1_J33_537159	0.721764	2.540684	0.284082	1663.190966	592.809034	1.558669	3.599164	2403
Exoalc1_J33|Exoalc1_J33_131706	Exoalc1_J33|Exoalc1_J33_541061	0.991504	4.183990	0.236976	833.285265	264.714735	1.240939	5.283523	1254
Exoalc1_J33|Exoalc1_J33_132412	Exoalc1_J33|Exoalc1_J33_552096	0.632384	4.374900	0.144548	1395.550544	341.449456	1.123507	4.104199	2175
Exoalc1_J33|Exoalc1_J33_132665	Exoalc1_J33|Exoalc1_J33_547407	0.367480	4.481544	0.081999	1283.377572	393.622428	1.112642	3.999378	1770
Exoalc1_J33|Exoalc1_J33_134859	Exoalc1_J33|Exoalc1_J33_472987	0.546528	4.531675	0.120602	1415.168180	420.831820	1.230565	4.379906	1878
Exoalc1_J33|Exoalc1_J33_135564	Exoalc1_J33|Exoalc1_J33_363071	0.774069	3.967757	0.195090	674.588729	198.411271	1.295773	4.499746	1095
