SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Aurpu_var_pul1|Aurpu_var_pul1_341263	Aurpu_var_pul1|Aurpu_var_pul1_303938	1.042161	2.889678	0.360649	760.574377	319.425623	3.900560	4.765773	1239
Aurpu_var_pul1|Aurpu_var_pul1_341263	Aurpu_var_pul1|Aurpu_var_pul1_303938	1.042161	2.889678	0.360649	760.574377	319.425623	3.900560	4.765773	1239
Aurpu_var_pul1|Aurpu_var_pul1_401614	Aurpu_var_pul1|Aurpu_var_pul1_365821	0.576329	4.061409	0.141904	885.199948	224.800052	0.884227	3.846408	1410
Aurpu_var_pul1|Aurpu_var_pul1_401614	Aurpu_var_pul1|Aurpu_var_pul1_365821	0.576329	4.061409	0.141904	885.199948	224.800052	0.884227	3.846408	1410
Aurpu_var_pul1|Aurpu_var_pul1_263517	Aurpu_var_pul1|Aurpu_var_pul1_286196	0.480677	3.406546	0.141104	1243.865816	388.134184	1.519857	3.529585	1788
Aurpu_var_pul1|Aurpu_var_pul1_263517	Aurpu_var_pul1|Aurpu_var_pul1_286196	0.480677	3.406546	0.141104	1243.865816	388.134184	1.519857	3.529585	1788
Aurpu_var_pul1|Aurpu_var_pul1_286570	Aurpu_var_pul1|Aurpu_var_pul1_282214	0.937067	2.017016	0.464581	1032.089865	374.910135	1.114306	3.674493	1863
Aurpu_var_pul1|Aurpu_var_pul1_286570	Aurpu_var_pul1|Aurpu_var_pul1_282214	0.937067	2.017016	0.464581	1032.089865	374.910135	1.114306	3.674493	1863
Aurpu_var_pul1|Aurpu_var_pul1_393485	Aurpu_var_pul1|Aurpu_var_pul1_393628	0.603970	1.944644	0.310581	1746.987918	572.012082	1.411848	2.803996	2430
Aurpu_var_pul1|Aurpu_var_pul1_393485	Aurpu_var_pul1|Aurpu_var_pul1_393628	0.603970	1.944644	0.310581	1746.987918	572.012082	1.411848	2.803996	2430
Aurpu_var_pul1|Aurpu_var_pul1_350886	Aurpu_var_pul1|Aurpu_var_pul1_342700	0.600373	4.398753	0.136487	1273.516438	352.483562	1.162148	4.271352	1944
Aurpu_var_pul1|Aurpu_var_pul1_350886	Aurpu_var_pul1|Aurpu_var_pul1_342700	0.600373	4.398753	0.136487	1273.516438	352.483562	1.162148	4.271352	1944
Aurpu_var_pul1|Aurpu_var_pul1_264012	Aurpu_var_pul1|Aurpu_var_pul1_373463	0.570775	1.801139	0.316897	529.945440	187.054560	1.624828	2.675276	888
Aurpu_var_pul1|Aurpu_var_pul1_264012	Aurpu_var_pul1|Aurpu_var_pul1_373463	0.570775	1.801139	0.316897	529.945440	187.054560	1.624828	2.675276	888
Aurpu_var_pul1|Aurpu_var_pul1_308588	Aurpu_var_pul1|Aurpu_var_pul1_307591	0.251073	4.175045	0.060137	1172.423474	261.576526	1.301851	2.900539	1602
Aurpu_var_pul1|Aurpu_var_pul1_308588	Aurpu_var_pul1|Aurpu_var_pul1_307591	0.251073	4.175045	0.060137	1172.423474	261.576526	1.301851	2.900539	1602
Aurpu_var_pul1|Aurpu_var_pul1_330445	Aurpu_var_pul1|Aurpu_var_pul1_357021	0.848513	1.884298	0.450307	1449.134025	410.865975	1.772801	3.231941	2250
Aurpu_var_pul1|Aurpu_var_pul1_330445	Aurpu_var_pul1|Aurpu_var_pul1_357021	0.848513	1.884298	0.450307	1449.134025	410.865975	1.772801	3.231941	2250
Aurpu_var_pul1|Aurpu_var_pul1_341231	Aurpu_var_pul1|Aurpu_var_pul1_344954	0.479469	4.044432	0.118550	1037.231251	219.768749	1.034127	3.308257	5628
Aurpu_var_pul1|Aurpu_var_pul1_341231	Aurpu_var_pul1|Aurpu_var_pul1_344954	0.479469	4.044432	0.118550	1037.231251	219.768749	1.034127	3.308257	5628
Aurpu_var_pul1|Aurpu_var_pul1_360959	Aurpu_var_pul1|Aurpu_var_pul1_358571	0.907403	2.699195	0.336176	1414.392304	505.607696	1.602921	4.137747	2358
Aurpu_var_pul1|Aurpu_var_pul1_360959	Aurpu_var_pul1|Aurpu_var_pul1_358571	0.907403	2.699195	0.336176	1414.392304	505.607696	1.602921	4.137747	2358
Aurpu_var_pul1|Aurpu_var_pul1_330436	Aurpu_var_pul1|Aurpu_var_pul1_297752	0.724434	2.708351	0.267482	779.087758	222.912242	1.842525	3.497372	1332
Aurpu_var_pul1|Aurpu_var_pul1_330436	Aurpu_var_pul1|Aurpu_var_pul1_297752	0.724434	2.708351	0.267482	779.087758	222.912242	1.842525	3.497372	1332
Aurpu_var_pul1|Aurpu_var_pul1_262517	Aurpu_var_pul1|Aurpu_var_pul1_364644	0.641687	4.275920	0.150070	915.765615	299.234385	1.070320	4.610215	1344
Aurpu_var_pul1|Aurpu_var_pul1_262517	Aurpu_var_pul1|Aurpu_var_pul1_364644	0.641687	4.275920	0.150070	915.765615	299.234385	1.070320	4.610215	1344
Aurpu_var_pul1|Aurpu_var_pul1_308535	Aurpu_var_pul1|Aurpu_var_pul1_259174	0.678040	3.540583	0.191505	487.744459	112.255541	0.927506	3.640801	855
Aurpu_var_pul1|Aurpu_var_pul1_308535	Aurpu_var_pul1|Aurpu_var_pul1_259174	0.678040	3.540583	0.191505	487.744459	112.255541	0.927506	3.640801	855
Aurpu_var_pul1|Aurpu_var_pul1_401576	Aurpu_var_pul1|Aurpu_var_pul1_364368	0.491822	2.614553	0.188109	326.694060	75.305940	1.246443	2.668407	408
Aurpu_var_pul1|Aurpu_var_pul1_401576	Aurpu_var_pul1|Aurpu_var_pul1_364368	0.491822	2.614553	0.188109	326.694060	75.305940	1.246443	2.668407	408
Aurpu_var_pul1|Aurpu_var_pul1_341212	Aurpu_var_pul1|Aurpu_var_pul1_279452	0.579451	2.031304	0.285261	1168.296633	430.703367	1.411940	2.911558	1803
Aurpu_var_pul1|Aurpu_var_pul1_341212	Aurpu_var_pul1|Aurpu_var_pul1_279452	0.579451	2.031304	0.285261	1168.296633	430.703367	1.411940	2.911558	1803
Aurpu_var_pul1|Aurpu_var_pul1_341210	Aurpu_var_pul1|Aurpu_var_pul1_348751	0.662014	4.523093	0.146363	1827.956400	416.043600	1.449976	4.133604	2811
Aurpu_var_pul1|Aurpu_var_pul1_341210	Aurpu_var_pul1|Aurpu_var_pul1_348751	0.662014	4.523093	0.146363	1827.956400	416.043600	1.449976	4.133604	2811
Aurpu_var_pul1|Aurpu_var_pul1_262814	Aurpu_var_pul1|Aurpu_var_pul1_330485	0.677207	2.100999	0.322326	658.426643	190.573357	1.646183	2.990408	1341
Aurpu_var_pul1|Aurpu_var_pul1_262814	Aurpu_var_pul1|Aurpu_var_pul1_330485	0.677207	2.100999	0.322326	658.426643	190.573357	1.646183	2.990408	1341
Aurpu_var_pul1|Aurpu_var_pul1_401557	Aurpu_var_pul1|Aurpu_var_pul1_356807	0.554125	4.586535	0.120816	1473.232107	452.767893	1.135746	4.506215	2376
