SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Ternu1|Ternu1_322756	Ternu1|Ternu1_205306	0.300897	1.770698	0.169931	409.130533	112.869467	0.946263	1.856115	528
Ternu1|Ternu1_263344	Ternu1|Ternu1_325925	0.613357	1.978815	0.309962	857.582529	321.417471	1.695071	2.956819	1749
Ternu1|Ternu1_255532	Ternu1|Ternu1_330270	0.523659	3.849810	0.136022	1015.461406	169.538594	1.382188	2.998599	1380
Ternu1|Ternu1_284214	Ternu1|Ternu1_263580	0.535526	4.469195	0.119826	1655.805880	387.194120	1.342476	3.843131	2157
Ternu1|Ternu1_73	Ternu1|Ternu1_373753	0.748536	4.366008	0.171446	1159.574844	337.425156	1.332218	4.691751	1635
Ternu1|Ternu1_386547	Ternu1|Ternu1_219222	0.780692	4.274117	0.182656	1006.484245	298.515755	1.651335	4.739415	1551
Ternu1|Ternu1_284253	Ternu1|Ternu1_332216	0.820713	3.690146	0.222407	826.727494	235.272506	1.192226	4.369197	1194
Ternu1|Ternu1_1050	Ternu1|Ternu1_58341	0.620895	4.414756	0.140641	1235.914563	360.085437	1.600665	4.430569	1635
Ternu1|Ternu1_340446	Ternu1|Ternu1_161282	0.558190	4.136398	0.134946	1029.561047	248.438953	1.272937	3.761345	1521
Ternu1|Ternu1_322783	Ternu1|Ternu1_328448	0.362242	2.104649	0.172115	358.773213	112.226787	1.240630	2.332235	498
Ternu1|Ternu1_322784	Ternu1|Ternu1_348116	0.806506	4.107741	0.196338	867.874629	239.125371	1.172019	4.558839	1206
Ternu1|Ternu1_263417	Ternu1|Ternu1_388508	0.601119	2.640725	0.227634	990.271163	317.728837	1.225742	3.289690	1536
Ternu1|Ternu1_1358	Ternu1|Ternu1_160635	0.693388	4.160497	0.166660	973.448673	256.551327	1.334272	4.249654	1524
Ternu1|Ternu1_1369	Ternu1|Ternu1_84903	0.593359	2.743465	0.216281	1257.602044	377.397956	1.308668	3.268969	1692
Ternu1|Ternu1_1508	Ternu1|Ternu1_347883	0.805026	4.473143	0.179969	1263.761951	389.238049	1.324353	5.006314	2133
Ternu1|Ternu1_1475	Ternu1|Ternu1_342251	0.689783	2.376310	0.290275	278.210668	84.789332	1.231589	3.251162	2481
Ternu1|Ternu1_322795	Ternu1|Ternu1_346335	0.502699	2.516576	0.199755	1065.524324	287.475676	1.195871	2.791779	1662
Ternu1|Ternu1_303647	Ternu1|Ternu1_312313	0.820691	4.794457	0.171175	1263.858984	416.141016	1.416190	5.415015	1983
Ternu1|Ternu1_284310	Ternu1|Ternu1_344182	0.524994	4.183526	0.125491	1034.448837	264.551163	1.089074	3.810245	1389
Ternu1|Ternu1_386583	Ternu1|Ternu1_343021	0.858309	4.133075	0.207668	835.659264	247.340736	1.094853	4.818647	1380
Ternu1|Ternu1_254890	Ternu1|Ternu1_263045	0.613918	3.843442	0.159731	617.894958	168.105042	0.690966	3.913889	1479
Ternu1|Ternu1_2065	Ternu1|Ternu1_282555	0.620290	3.867247	0.160396	759.473617	173.526383	1.207775	3.672552	1269
Ternu1|Ternu1_322822	Ternu1|Ternu1_280423	0.417548	99.000000	0.004218	366.789340	62.210660	1.440543	44.139912	474
Ternu1|Ternu1_379405	Ternu1|Ternu1_276879	0.462298	4.126322	0.112036	855.876344	245.123656	1.043022	3.834139	1398
Ternu1|Ternu1_263624	Ternu1|Ternu1_12529	0.483334	3.913208	0.123513	865.507036	184.492964	0.893038	3.257966	1077
Ternu1|Ternu1_386594	Ternu1|Ternu1_326964	0.848496	2.956559	0.286988	1168.626512	391.373488	1.063998	4.132103	2094
Ternu1|Ternu1_322847	Ternu1|Ternu1_295137	0.280370	4.052172	0.069190	962.951425	222.048575	1.118061	2.961422	1254
Ternu1|Ternu1_247372	Ternu1|Ternu1_367156	0.631974	4.301206	0.146930	1055.505117	309.494883	1.261764	4.391766	2424
Ternu1|Ternu1_257320	Ternu1|Ternu1_280107	0.627699	3.451693	0.181852	365.290812	99.709188	1.046388	3.699730	1137
Ternu1|Ternu1_303728	Ternu1|Ternu1_87227	0.636590	3.344841	0.190320	931.505804	244.494196	1.428363	3.598933	1506
Ternu1|Ternu1_2825	Ternu1|Ternu1_322593	0.706340	3.901176	0.181058	805.443351	181.556649	1.073306	3.882070	1152
Ternu1|Ternu1_2921	Ternu1|Ternu1_329591	0.884785	4.347459	0.203518	1344.817754	329.182246	1.318376	4.697098	1887
Ternu1|Ternu1_379428	Ternu1|Ternu1_74700	0.618825	3.533454	0.175133	832.643736	274.356264	1.474779	4.023539	1212
Ternu1|Ternu1_284410	Ternu1|Ternu1_387091	0.475992	3.859512	0.123330	641.254100	171.745900	1.465865	3.572278	957
