SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
A1O9|A1O9_00001T0	A1O9|A1O9_07145T0	0.206380	8.188199	0.025205	781.550469	280.449531	2.514072	6.942578	1263
A1O9|A1O9_00003T0	A1O9|A1O9_01845T0	0.419716	4.431236	0.094718	1230.914667	368.085333	1.269214	4.029470	1713
A1O9|A1O9_00004T0	A1O9|A1O9_01871T0	0.418924	2.696468	0.155360	1077.102797	392.897203	1.675534	3.082977	1530
A1O9|A1O9_00005T0	A1O9|A1O9_01745T0	0.428104	3.794822	0.112813	511.446811	157.553189	0.658447	3.662953	732
A1O9|A1O9_00006T0	A1O9|A1O9_04210T0	1.280290	2.048483	0.624994	682.008972	250.991028	1.797501	4.460836	1560
A1O9|A1O9_00007T0	A1O9|A1O9_00380T0	0.533629	3.101643	0.172047	1081.757506	397.242494	1.946393	3.670105	1524
A1O9|A1O9_00008T0	A1O9|A1O9_12547T0	0.604829	3.880484	0.155864	573.383961	176.616039	1.316777	4.128620	804
A1O9|A1O9_00009T0	A1O9|A1O9_01803T0	0.967778	4.454730	0.217247	1196.941389	402.058611	1.327132	5.533651	2208
A1O9|A1O9_00010T0	A1O9|A1O9_06786T0	0.817308	2.383751	0.342866	1113.569926	386.430074	1.351174	3.662565	1596
A1O9|A1O9_00012T0	A1O9|A1O9_11145T0	0.673780	4.241358	0.158860	896.242482	285.757518	1.086965	4.608808	1299
A1O9|A1O9_00013T0	A1O9|A1O9_04634T0	0.837237	4.321471	0.193739	948.028779	317.971221	1.189672	5.137033	1722
A1O9|A1O9_00014T0	A1O9|A1O9_03275T0	0.532460	3.844964	0.138482	653.553330	168.446670	1.163143	3.633804	849
A1O9|A1O9_00015T0	A1O9|A1O9_12084T0	0.795030	1.992569	0.398997	930.660424	299.339576	1.304248	3.259408	1593
A1O9|A1O9_00016T0	A1O9|A1O9_00867T0	0.285487	2.551623	0.111884	1069.783442	400.216558	1.582192	2.707369	1485
A1O9|A1O9_00017T0	A1O9|A1O9_01088T0	0.614453	1.740937	0.352944	769.914983	277.085017	1.695348	2.737720	1107
A1O9|A1O9_00018T0	A1O9|A1O9_09310T0	0.582800	2.031741	0.286847	750.328184	278.671816	2.051936	2.925598	1062
A1O9|A1O9_00033T0	A1O9|A1O9_00891T0	0.422103	2.184353	0.193239	540.332241	212.667759	1.239015	2.759431	768
A1O9|A1O9_00034T0	A1O9|A1O9_12172T0	0.224182	4.480955	0.050030	1202.686710	393.313290	0.951910	3.819623	1638
A1O9|A1O9_00035T0	A1O9|A1O9_12170T0	0.335701	4.115779	0.081564	766.298121	241.701879	1.270517	3.726306	1023
A1O9|A1O9_00036T0	A1O9|A1O9_00985T0	0.645293	2.668553	0.241814	1070.954588	372.045412	1.250168	3.500837	1503
A1O9|A1O9_00037T0	A1O9|A1O9_07241T0	0.589680	3.435811	0.171628	464.445938	162.554062	1.335852	3.982677	834
A1O9|A1O9_00038T0	A1O9|A1O9_04222T0	0.906125	1.930482	0.469378	1699.471219	604.528781	1.468007	3.524694	2604
A1O9|A1O9_00039T0	A1O9|A1O9_12079T0	0.581457	1.682879	0.345514	428.098099	171.901901	0.969461	2.691054	996
A1O9|A1O9_00041T0	A1O9|A1O9_06439T0	0.492867	2.523685	0.195296	1108.136600	352.863400	1.161925	2.950060	1500
A1O9|A1O9_00042T0	A1O9|A1O9_10297T0	0.194927	0.366877	0.531315	184.993304	61.006696	1.941658	0.712709	636
A1O9|A1O9_00044T0	A1O9|A1O9_07231T0	0.434847	1.866658	0.232955	2834.540783	1080.459217	1.780434	2.489993	4032
A1O9|A1O9_00046T0	A1O9|A1O9_07225T0	0.410717	2.365213	0.173649	1336.464409	457.535591	1.343173	2.727555	1797
A1O9|A1O9_00050T0	A1O9|A1O9_02711T0	1.032012	2.141063	0.482009	2113.304463	739.695537	1.563159	3.958665	3738
A1O9|A1O9_00051T0	A1O9|A1O9_06999T0	0.540741	2.655166	0.203656	352.106831	118.893169	1.284540	3.223438	783
A1O9|A1O9_00057T0	A1O9|A1O9_06239T0	0.264192	4.523739	0.058401	1326.597702	416.402298	1.741983	3.845391	1800
A1O9|A1O9_00058T0	A1O9|A1O9_13018T0	0.212034	4.109305	0.051598	822.375411	239.624589	1.489702	3.274186	1074
A1O9|A1O9_00059T0	A1O9|A1O9_10470T0	0.873007	2.702454	0.323042	1065.362351	341.637649	1.269132	3.951662	1725
A1O9|A1O9_00060T0	A1O9|A1O9_07517T0	0.807707	4.561474	0.177071	1344.110970	437.889030	1.561583	5.190349	1953
A1O9|A1O9_00067T0	A1O9|A1O9_04097T0	0.650997	4.173393	0.155988	956.999165	261.000835	1.060294	4.217397	1557
A1O9|A1O9_00069T0	A1O9|A1O9_03573T0	0.605666	2.571551	0.235525	437.077753	168.922247	1.611026	3.460966	888
A1O9|A1O9_00071T0	A1O9|A1O9_04970T0	0.661903	4.374675	0.151303	1218.652764	341.347236	0.893615	4.422911	1887
A1O9|A1O9_00073T0	A1O9|A1O9_05061T0	0.718169	4.246269	0.169129	957.364989	287.635011	1.079763	4.599821	2832
A1O9|A1O9_00076T0	A1O9|A1O9_10051T0	0.647952	4.120076	0.157267	827.909386	243.090614	1.213355	4.308117	1176
A1O9|A1O9_00077T0	A1O9|A1O9_09863T0	0.858369	3.756219	0.228519	911.414084	270.585916	1.190085	4.565253	1425
A1O9|A1O9_00078T0	A1O9|A1O9_03755T0	0.715808	2.428665	0.294733	577.750531	244.249469	2.124122	3.674302	957
A1O9|A1O9_00079T0	A1O9|A1O9_08766T0	0.386844	3.401159	0.113739	977.226095	351.773905	1.749274	3.554115	1344
A1O9|A1O9_00087T0	A1O9|A1O9_02073T0	0.786405	4.319882	0.182043	1017.701397	317.298603	0.980823	4.878694	1473
A1O9|A1O9_00088T0	A1O9|A1O9_02529T0	0.753220	4.038083	0.186529	1083.975879	320.024121	1.208293	4.505889	1569
A1O9|A1O9_00089T0	A1O9|A1O9_09720T0	0.661111	4.451477	0.148515	1205.845629	378.154371	1.510894	4.697999	2877
A1O9|A1O9_00090T0	A1O9|A1O9_10102T0	0.395045	4.027458	0.098088	814.149068	214.850932	0.975254	3.460433	1278
A1O9|A1O9_00092T0	A1O9|A1O9_12877T0	0.724359	3.659912	0.197917	417.384705	131.615295	1.383906	4.284354	897
A1O9|A1O9_00093T0	A1O9|A1O9_10351T0	0.221186	1.658757	0.133344	553.780708	226.219292	2.473999	1.914351	789
A1O9|A1O9_00097T0	A1O9|A1O9_10504T0	0.550231	2.345568	0.234583	669.322549	248.677451	1.238655	3.109713	1845
A1O9|A1O9_00103T0	A1O9|A1O9_09962T0	0.693556	4.230807	0.163930	849.234273	281.765727	1.729644	4.724372	1665
A1O9|A1O9_00105T0	A1O9|A1O9_11958T0	0.519849	3.980546	0.130597	698.176381	201.823619	1.002147	3.887715	1023
A1O9|A1O9_00108T0	A1O9|A1O9_00606T0	0.327144	4.482412	0.072984	1267.921922	394.078078	1.575183	3.937208	1710
A1O9|A1O9_00115T0	A1O9|A1O9_02274T0	0.447426	4.421878	0.101185	1127.479110	363.520890	1.432890	4.249314	1608
A1O9|A1O9_00116T0	A1O9|A1O9_09358T0	0.766688	2.634606	0.291007	1415.330942	510.669058	1.411196	3.785870	2349
A1O9|A1O9_00118T0	A1O9|A1O9_07610T0	0.786796	2.450197	0.321115	871.866149	289.133851	1.823071	3.603140	1317
A1O9|A1O9_00120T0	A1O9|A1O9_08038T0	0.636232	2.008263	0.316807	1047.059229	383.940771	1.685166	3.013055	1947
A1O9|A1O9_00122T0	A1O9|A1O9_02243T0	0.589047	4.485676	0.131317	1128.203129	395.796871	1.280107	4.803112	1716
A1O9|A1O9_00126T0	A1O9|A1O9_03718T0	0.711648	3.825009	0.186051	567.976183	164.023817	1.320580	4.227836	891
A1O9|A1O9_00128T0	A1O9|A1O9_03717T0	0.722828	1.734012	0.416853	1055.745953	429.254047	1.327555	3.045363	1566
A1O9|A1O9_00129T0	A1O9|A1O9_03719T0	0.980486	3.863519	0.253781	3086.391348	987.608652	1.092988	5.038151	5319
A1O9|A1O9_00130T0	A1O9|A1O9_05748T0	0.698539	4.216310	0.165675	767.628366	276.371634	1.394298	4.889329	1170
A1O9|A1O9_00131T0	A1O9|A1O9_09637T0	0.601851	3.956716	0.152109	710.488096	195.511904	0.944002	3.977461	1047
A1O9|A1O9_00132T0	A1O9|A1O9_00370T0	0.510437	1.671404	0.305394	590.388403	255.611597	2.182293	2.583640	1053
A1O9|A1O9_00134T0	A1O9|A1O9_01618T0	0.888387	2.083569	0.426378	750.270152	272.729848	1.759563	3.621061	1218
A1O9|A1O9_00135T0	A1O9|A1O9_06859T0	0.721226	4.238354	0.170166	1032.384722	284.615278	1.558199	4.443924	2082
A1O9|A1O9_00141T0	A1O9|A1O9_03210T0	0.475022	2.613554	0.181753	1061.478554	339.521446	1.270800	2.979836	1446
A1O9|A1O9_00142T0	A1O9|A1O9_01230T0	0.647496	2.766158	0.234078	868.483473	310.516527	1.455698	3.616482	1374
A1O9|A1O9_00143T0	A1O9|A1O9_02313T0	0.564228	2.126128	0.265378	1187.284213	405.715787	1.643519	2.886070	1701
A1O9|A1O9_00144T0	A1O9|A1O9_02851T0	1.091443	3.510685	0.310892	854.576050	297.423950	1.471529	5.148132	1815
A1O9|A1O9_00147T0	A1O9|A1O9_00973T0	0.501983	4.035683	0.124386	733.780097	217.219903	1.229707	3.927369	1236
A1O9|A1O9_00148T0	A1O9|A1O9_02368T0	0.489375	4.391465	0.111438	1408.924942	349.075058	1.193805	3.792566	1935
A1O9|A1O9_00149T0	A1O9|A1O9_02740T0	1.019886	3.212617	0.317463	2260.441051	781.558949	1.434690	4.749745	3777
A1O9|A1O9_00150T0	A1O9|A1O9_03480T0	0.590171	4.253425	0.138752	888.607467	290.392533	1.301213	4.477337	1572
A1O9|A1O9_00153T0	A1O9|A1O9_13046T0	0.341673	1.355022	0.252153	697.524885	244.475115	1.948701	1.813995	1431
A1O9|A1O9_00159T0	A1O9|A1O9_01905T0	0.487712	3.630799	0.134326	428.395808	126.604192	1.975503	3.614098	672
A1O9|A1O9_00161T0	A1O9|A1O9_04432T0	0.431929	4.483637	0.096335	1255.277583	394.722417	1.243373	4.203606	1713
A1O9|A1O9_00162T0	A1O9|A1O9_12390T0	0.866144	3.129762	0.276744	1123.100205	346.899795	1.124823	4.200980	1665
A1O9|A1O9_00164T0	A1O9|A1O9_04492T0	1.109386	2.015127	0.550529	2259.757308	749.242692	1.355367	4.004747	3540
A1O9|A1O9_00170T0	A1O9|A1O9_07038T0	0.705234	2.201725	0.320310	904.815239	313.184761	1.941831	3.270082	1467
A1O9|A1O9_00171T0	A1O9|A1O9_02388T0	0.566266	4.459470	0.126981	1192.793956	382.206044	1.387825	4.533095	1653
A1O9|A1O9_00172T0	A1O9|A1O9_06832T0	0.468193	4.574379	0.102351	1270.511066	445.488934	1.354818	4.602586	1803
A1O9|A1O9_00174T0	A1O9|A1O9_10810T0	0.869448	1.896544	0.458438	946.982814	361.017186	1.474471	3.458800	1524
A1O9|A1O9_00178T0	A1O9|A1O9_10320T0	0.474450	2.488592	0.190650	1127.992077	399.007923	1.455638	3.002248	2547
