SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Z520|Z520_00002T0	Z520|Z520_10181T0	0.777373	4.720092	0.164695	1735.980252	541.019748	0.986345	5.142513	2703
Z520|Z520_00005T0	Z520|Z520_07633T0	0.377110	2.660169	0.141762	642.188948	224.811052	1.513363	2.907305	900
Z520|Z520_00013T0	Z520|Z520_04283T0	0.229606	3.697540	0.062097	756.554276	215.445724	1.393647	2.994841	1017
Z520|Z520_00014T0	Z520|Z520_06391T0	0.385866	2.142072	0.180137	1037.926957	351.073043	1.411888	2.489254	1527
Z520|Z520_00015T0	Z520|Z520_04339T0	0.378809	4.015564	0.094335	862.529549	211.470451	1.088793	3.284656	1722
Z520|Z520_00017T0	Z520|Z520_10277T0	0.673233	2.060885	0.326672	770.325743	270.674257	1.168524	3.102124	1071
Z520|Z520_00018T0	Z520|Z520_10910T0	0.976576	4.424082	0.220741	1069.408978	364.591022	1.570125	5.559289	1548
Z520|Z520_00019T0	Z520|Z520_03292T0	0.370610	4.017492	0.092249	759.985253	212.014747	1.031323	3.498228	1014
Z520|Z520_00020T0	Z520|Z520_02927T0	0.456723	4.011356	0.113857	686.712707	210.287293	1.000044	3.870149	987
Z520|Z520_00021T0	Z520|Z520_03356T0	0.475729	1.807625	0.263179	1657.078154	628.921846	2.063623	2.526476	2475
Z520|Z520_00022T0	Z520|Z520_06388T0	0.334465	4.020583	0.083188	672.109653	212.890347	0.814055	3.663528	888
Z520|Z520_00023T0	Z520|Z520_11576T0	0.673574	3.356098	0.200701	380.223138	87.776862	1.626675	3.530103	747
Z520|Z520_00024T0	Z520|Z520_11521T0	0.636320	3.773420	0.168632	1122.284964	398.715036	1.366622	4.376038	1740
Z520|Z520_00030T0	Z520|Z520_00922T0	0.817290	1.965550	0.415807	1277.308740	477.691260	1.428486	3.389499	1860
Z520|Z520_00031T0	Z520|Z520_00120T0	0.697413	2.655219	0.262657	563.349272	198.650728	1.470981	3.623418	786
Z520|Z520_00032T0	Z520|Z520_10458T0	0.868632	3.157716	0.275082	1424.355193	477.644807	1.319507	4.330453	2388
Z520|Z520_00037T0	Z520|Z520_07637T0	0.398498	4.011313	0.099344	827.724758	210.275242	1.141677	3.391117	3072
Z520|Z520_00038T0	Z520|Z520_09563T0	0.618275	3.897307	0.158642	644.377377	180.622623	0.993800	4.008526	897
Z520|Z520_00041T0	Z520|Z520_08736T0	0.702660	2.925733	0.240166	402.585177	119.414823	1.514277	3.633659	594
Z520|Z520_00042T0	Z520|Z520_08331T0	0.365280	3.989801	0.091553	767.670440	204.329560	1.241875	3.381632	1653
Z520|Z520_00044T0	Z520|Z520_04118T0	0.752047	4.422343	0.170056	1199.253510	363.746490	1.163834	4.818630	2196
Z520|Z520_00045T0	Z520|Z520_10373T0	0.832745	4.551073	0.182978	1410.141530	431.858470	1.179915	5.113532	2355
Z520|Z520_00048T0	Z520|Z520_09425T0	0.670667	4.678599	0.143348	1606.098679	511.901321	1.319585	4.918043	2652
Z520|Z520_00049T0	Z520|Z520_00628T0	0.442180	5.023166	0.088028	2645.577947	810.422053	1.084767	4.549225	6963
Z520|Z520_00053T0	Z520|Z520_08628T0	0.662246	4.406182	0.150299	1255.007392	355.992608	0.807706	4.468700	1818
Z520|Z520_00054T0	Z520|Z520_03617T0	0.447130	4.181125	0.106940	1359.294450	263.705550	1.442998	3.161491	1806
Z520|Z520_00056T0	Z520|Z520_09742T0	0.667985	4.331145	0.154228	1198.900633	322.099367	1.110801	4.331177	1575
Z520|Z520_00064T0	Z520|Z520_04415T0	0.792653	4.733967	0.167440	1659.878063	551.121937	1.324679	5.325238	2670
Z520|Z520_00065T0	Z520|Z520_02833T0	0.435437	99.000000	0.004398	498.706046	95.293954	1.071317	48.743720	615
Z520|Z520_00066T0	Z520|Z520_09104T0	0.350354	4.270340	0.082044	1004.983978	297.016022	1.336103	3.733778	1467
Z520|Z520_00067T0	Z520|Z520_11909T0	0.569190	4.345892	0.130972	1198.504727	328.495273	1.343395	4.144955	1695
Z520|Z520_00068T0	Z520|Z520_05961T0	0.663607	2.848821	0.232941	1668.236655	554.763345	1.661552	3.626821	2589
Z520|Z520_00069T0	Z520|Z520_06535T0	0.626554	2.075268	0.301915	1137.462967	425.537033	1.565683	3.062928	1623
Z520|Z520_00070T0	Z520|Z520_00450T0	0.908810	3.265255	0.278327	956.109607	327.890393	1.291648	4.531699	1779
Z520|Z520_00071T0	Z520|Z520_10938T0	0.421304	4.369697	0.096415	1097.911188	339.088812	1.275433	4.059018	1608
Z520|Z520_00072T0	Z520|Z520_00209T0	0.523249	4.022895	0.130068	731.452215	213.547785	1.348000	3.942261	972
Z520|Z520_00074T0	Z520|Z520_05329T0	0.867215	3.166701	0.273855	2523.552741	818.447259	1.207102	4.291061	7338
Z520|Z520_00076T0	Z520|Z520_09457T0	0.843201	3.921803	0.215004	2321.988786	840.011214	1.526581	4.983171	4125
Z520|Z520_00077T0	Z520|Z520_00925T0	0.635642	4.544096	0.139883	1600.140690	427.859310	1.056061	4.380696	2325
Z520|Z520_00079T0	Z520|Z520_02497T0	0.614903	4.831200	0.127278	1916.589838	627.410162	1.547025	4.964223	2673
Z520|Z520_00084T0	Z520|Z520_05449T0	0.920416	2.218220	0.414934	1032.859811	371.140189	1.742989	3.790450	2328
Z520|Z520_00085T0	Z520|Z520_02185T0	0.514341	3.998085	0.128647	693.400898	206.599102	1.538964	3.942152	933
Z520|Z520_00086T0	Z520|Z520_02454T0	0.539948	4.051193	0.133281	804.240999	221.759001	1.135187	3.896600	1326
Z520|Z520_00087T0	Z520|Z520_11144T0	0.478432	2.482798	0.192699	547.013427	172.986573	1.154222	2.879997	753
Z520|Z520_00092T0	Z520|Z520_04053T0	0.580194	4.735331	0.122525	1919.875064	552.124936	1.125247	4.524751	2787
Z520|Z520_00093T0	Z520|Z520_05016T0	0.836476	4.709053	0.177631	1695.884930	533.115070	1.227047	5.288067	2703
Z520|Z520_00096T0	Z520|Z520_11243T0	0.819535	4.460961	0.183713	1189.033388	382.966612	1.130641	5.119949	2145
Z520|Z520_00097T0	Z520|Z520_11589T0	0.509998	4.244202	0.120164	1537.156795	286.843205	1.306174	3.291723	2013
Z520|Z520_00102T0	Z520|Z520_12068T0	0.183341	1.847198	0.099254	804.218693	281.781307	1.379674	1.845172	1095
Z520|Z520_00104T0	Z520|Z520_01297T0	0.327334	3.763283	0.086981	601.934846	151.065154	1.213813	3.049940	864
Z520|Z520_00110T0	Z520|Z520_02198T0	0.345536	4.397660	0.078573	995.029858	351.970142	1.442659	4.213058	1443
Z520|Z520_00111T0	Z520|Z520_05890T0	0.546135	3.976054	0.137356	555.381448	200.618552	1.810403	4.368981	762
Z520|Z520_00113T0	Z520|Z520_06927T0	0.393500	3.879139	0.101440	765.700417	176.299583	1.673985	3.137559	972
Z520|Z520_00122T0	Z520|Z520_08225T0	0.291976	4.113154	0.070986	851.142583	240.857417	1.319435	3.404388	1467
Z520|Z520_00123T0	Z520|Z520_09620T0	0.829385	4.697454	0.176560	1680.065962	524.934038	1.171533	5.250714	4569
Z520|Z520_00124T0	Z520|Z520_07135T0	0.867247	4.084633	0.212319	731.129968	231.870032	1.558212	4.925776	1200
Z520|Z520_00132T0	Z520|Z520_05677T0	0.704451	2.987604	0.235791	875.632806	264.367194	1.261725	3.701751	1569
Z520|Z520_00135T0	Z520|Z520_03913T0	0.756142	4.310073	0.175436	1084.824346	313.175654	1.283997	4.656847	1956
Z520|Z520_00137T0	Z520|Z520_05779T0	0.770387	4.617234	0.166850	1511.314813	471.685187	1.091889	5.056244	3114
Z520|Z520_00139T0	Z520|Z520_00140T0	1.062275	1.949091	0.545010	857.073388	276.926612	1.499208	3.836514	1308
Z520|Z520_00141T0	Z520|Z520_02301T0	0.600890	4.415525	0.136086	1226.545247	360.454753	1.332284	4.401920	1644
Z520|Z520_00142T0	Z520|Z520_10582T0	0.608428	3.661899	0.166151	483.035707	131.964293	1.345783	3.790889	693
Z520|Z520_00154T0	Z520|Z520_06118T0	0.704603	4.217006	0.167086	911.371592	276.628408	1.450787	4.567421	1350
Z520|Z520_00155T0	Z520|Z520_12202T0	0.416243	3.356223	0.124021	629.208558	87.791442	1.321766	2.328667	777
Z520|Z520_00158T0	Z520|Z520_11871T0	0.710434	4.149644	0.171204	1031.134222	252.865778	1.590110	4.163216	1806
Z520|Z520_00163T0	Z520|Z520_02300T0	0.646576	4.346926	0.148743	1126.051517	328.948483	1.217278	4.449468	1686
Z520|Z520_00167T0	Z520|Z520_08944T0	0.553949	4.051032	0.136743	819.288801	221.711199	1.233139	3.896262	1257
Z520|Z520_00168T0	Z520|Z520_05629T0	1.041925	4.538888	0.229555	1381.101150	424.898850	1.327613	5.593975	2697
Z520|Z520_00169T0	Z520|Z520_10881T0	0.535889	1.672151	0.320479	857.094695	306.905305	1.376239	2.506442	1359
Z520|Z520_00171T0	Z520|Z520_02117T0	0.588081	3.793742	0.155013	496.673564	157.326436	1.514526	4.077707	1410
Z520|Z520_00173T0	Z520|Z520_12108T0	0.879119	2.398389	0.366546	1086.802306	380.197694	1.662843	3.818590	2079
Z520|Z520_00174T0	Z520|Z520_12257T0	0.633407	3.552614	0.178293	419.929240	114.070760	1.752983	3.770987	540
Z520|Z520_00175T0	Z520|Z520_08412T0	0.482898	99.000000	0.004878	848.312164	159.687836	0.894887	48.270072	1092
Z520|Z520_00176T0	Z520|Z520_00187T0	0.402354	4.435680	0.090709	1162.727240	370.272760	0.949394	4.129627	1593
Z520|Z520_00177T0	Z520|Z520_08052T0	0.728634	1.758135	0.414436	741.586272	290.413728	1.669378	3.055033	1095
Z520|Z520_00178T0	Z520|Z520_05463T0	0.627881	3.575041	0.175629	1221.575575	389.424425	1.489188	4.020879	2010
Z520|Z520_00179T0	Z520|Z520_10247T0	0.318787	4.427121	0.072008	1097.928985	366.071015	1.529916	4.038208	1467
Z520|Z520_00180T0	Z520|Z520_06140T0	0.578418	1.899123	0.304571	703.794895	247.205105	1.505519	2.765176	1044
Z520|Z520_00181T0	Z520|Z520_04108T0	0.538598	3.177768	0.169489	583.455889	211.544111	1.252471	3.722589	822
Z520|Z520_00182T0	Z520|Z520_05911T0	0.538074	4.408252	0.122061	1248.023659	356.976341	1.084306	4.196581	1893
Z520|Z520_00183T0	Z520|Z520_02408T0	0.457896	4.470432	0.102428	1322.166671	387.833329	1.814684	4.103855	1851
Z520|Z520_00184T0	Z520|Z520_06487T0	0.479996	2.363136	0.203118	679.877067	187.122933	1.539200	2.659292	900
Z520|Z520_00185T0	Z520|Z520_00971T0	0.427889	3.837810	0.111493	613.152603	166.847397	0.926224	3.471883	792
Z520|Z520_00186T0	Z520|Z520_08540T0	0.355113	4.131998	0.085942	812.014380	246.985620	1.459989	3.707933	1116
Z520|Z520_00193T0	Z520|Z520_02522T0	0.371664	1.846383	0.201293	547.324066	223.675934	1.505268	2.398492	819
Z520|Z520_00197T0	Z520|Z520_11477T0	0.546893	3.955543	0.138260	647.793592	195.206408	1.684690	4.008617	897
Z520|Z520_00198T0	Z520|Z520_02950T0	0.933259	2.241744	0.416310	1098.393420	422.606580	1.321606	3.890457	1659
Z520|Z520_00200T0	Z520|Z520_03675T0	0.901993	5.059527	0.178276	2647.320170	850.679830	1.156830	5.739195	4143
Z520|Z520_00202T0	Z520|Z520_10188T0	0.536731	2.921837	0.183697	1152.473660	326.526340	1.357765	3.189910	1557
Z520|Z520_00205T0	Z520|Z520_06867T0	0.490935	3.831027	0.128147	680.654715	165.345285	0.967951	3.431203	909
Z520|Z520_00206T0	Z520|Z520_10780T0	0.746712	3.842771	0.194316	633.045296	167.954704	1.946469	4.187692	993
Z520|Z520_00207T0	Z520|Z520_11310T0	0.716328	2.373038	0.301861	926.694194	333.305806	1.467845	3.463724	1581
Z520|Z520_00208T0	Z520|Z520_09010T0	0.811893	1.816761	0.446890	876.041005	338.958995	1.472479	3.276688	1509
Z520|Z520_00210T0	Z520|Z520_11892T0	0.953900	2.063829	0.462199	1072.115098	403.884902	1.471159	3.772846	1587
Z520|Z520_00211T0	Z520|Z520_12037T0	0.642174	2.420393	0.265318	1113.473724	377.526276	1.237838	3.277275	1680
Z520|Z520_00212T0	Z520|Z520_01980T0	0.502330	4.494913	0.111755	1348.298081	400.701919	1.294855	4.251134	1845
Z520|Z520_00222T0	Z520|Z520_05532T0	0.788112	2.740474	0.287582	887.668244	270.331756	0.958669	3.731656	1278
Z520|Z520_00223T0	Z520|Z520_01555T0	0.747504	3.870382	0.193134	785.746911	174.253089	0.962386	3.943047	1287
