SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G647|G647_00002T0	G647|G647_08718T0	0.662501	2.665522	0.248545	1069.469978	352.530022	1.745543	3.477218	1494
G647|G647_00003T0	G647|G647_05733T0	0.622885	2.303338	0.270427	1865.921937	639.078063	1.443294	3.154811	3327
G647|G647_00004T0	G647|G647_02075T0	0.730578	2.776263	0.263151	1024.484563	367.515437	1.302228	3.812036	1620
G647|G647_00010T0	G647|G647_00145T0	0.584593	2.153045	0.271519	1140.584045	356.415955	1.469776	2.874061	1590
G647|G647_00011T0	G647|G647_10333T0	0.991338	2.427320	0.408408	1180.935704	403.064296	1.663992	4.070212	2907
G647|G647_00012T0	G647|G647_07846T0	0.845430	3.120941	0.270889	1052.883702	378.116298	1.574787	4.340079	1683
G647|G647_00014T0	G647|G647_02860T0	0.507589	4.093188	0.124008	977.469881	234.530119	1.247478	3.604278	1263
G647|G647_00024T0	G647|G647_09901T0	0.683343	4.274216	0.159876	925.445050	298.554950	1.783315	4.677658	1371
G647|G647_00030T0	G647|G647_05417T0	0.765264	2.328455	0.328657	584.478015	192.521985	2.049823	3.457756	1047
G647|G647_00035T0	G647|G647_01580T0	0.545408	3.746226	0.145589	1090.227550	343.772450	1.345843	3.938218	1527
G647|G647_00040T0	G647|G647_09029T0	0.575288	2.181364	0.263728	420.102500	104.897500	2.217695	2.688568	579
G647|G647_00044T0	G647|G647_02878T0	0.604449	4.188142	0.144324	1029.815730	266.184270	1.361038	4.021502	1812
G647|G647_00051T0	G647|G647_04690T0	0.842148	2.432512	0.346205	1253.647739	399.352261	2.126551	3.679104	1719
G647|G647_00057T0	G647|G647_01206T0	0.688281	4.578853	0.150317	1426.845693	448.154307	1.213235	4.854566	2136
G647|G647_00061T0	G647|G647_08038T0	0.707358	4.420929	0.160002	1400.938527	363.061473	1.245567	4.415023	2112
G647|G647_00065T0	G647|G647_06192T0	0.524011	3.941518	0.132947	603.797985	218.202015	1.369823	4.293592	2076
G647|G647_00067T0	G647|G647_03088T0	0.753316	5.281206	0.142641	1153.199720	406.800280	1.068990	5.802153	2175
G647|G647_00070T0	G647|G647_01547T0	0.665137	4.477092	0.148564	1456.707253	391.292747	1.185174	4.416823	2052
G647|G647_00071T0	G647|G647_08237T0	0.380619	4.087183	0.093125	1009.340088	232.659912	1.236143	3.224875	1266
G647|G647_00081T0	G647|G647_09269T0	0.322080	2.601336	0.123813	441.069922	143.930078	1.390832	2.648566	714
G647|G647_00083T0	G647|G647_00169T0	0.644658	4.346488	0.148317	1030.243335	328.756665	1.139178	4.620512	1506
G647|G647_00084T0	G647|G647_07609T0	0.917520	4.666720	0.196609	1683.142867	503.857133	1.410793	5.343863	3015
G647|G647_00093T0	G647|G647_05477T0	0.494982	3.983658	0.124253	817.337027	202.662973	1.253302	3.564432	1116
G647|G647_00102T0	G647|G647_08460T0	0.533453	4.411220	0.120931	1315.608282	358.391718	1.263326	4.090968	1704
G647|G647_00103T0	G647|G647_06738T0	0.418625	2.461958	0.170038	730.062216	178.937784	1.361109	2.462574	960
G647|G647_00104T0	G647|G647_00859T0	0.277756	4.264175	0.065137	1349.415419	294.584581	1.752874	2.976219	1725
G647|G647_00105T0	G647|G647_06580T0	0.677293	4.393331	0.154164	1288.055693	349.944307	1.253894	4.413576	1704
G647|G647_00106T0	G647|G647_04033T0	0.488856	4.114131	0.118824	874.828485	241.171515	1.286833	3.816873	1155
G647|G647_00107T0	G647|G647_02439T0	0.451161	4.273657	0.105568	1291.667158	298.332842	1.257592	3.505135	1719
G647|G647_00108T0	G647|G647_08678T0	0.545173	4.322631	0.126121	1202.536249	318.463751	1.121484	4.008269	1599
G647|G647_00116T0	G647|G647_03641T0	0.922838	1.920289	0.480573	1451.827486	501.172514	1.499009	3.536403	2610
G647|G647_00117T0	G647|G647_06223T0	0.587010	4.595056	0.127748	1468.058370	457.941630	1.794449	4.619988	2196
G647|G647_00124T0	G647|G647_01319T0	0.765219	4.037776	0.189515	739.172955	217.827045	1.132106	4.530302	1017
G647|G647_00128T0	G647|G647_07156T0	0.432931	4.119376	0.105096	1062.136160	242.863840	1.141052	3.356964	1380
