SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
BTJ68|BTJ68_00001	BTJ68|BTJ68_07346	0.061013	0.461298	0.132264	1236.278810	302.721190	1.070916	0.419247	1944
BTJ68|BTJ68_00002	BTJ68|BTJ68_07347	0.003747	0.211980	0.017675	535.169063	73.830937	2.279222	0.086975	723
BTJ68|BTJ68_00003	BTJ68|BTJ68_07348	0.007266	0.301166	0.024126	1383.529820	500.470180	2.986831	0.256015	1884
BTJ68|BTJ68_00004	BTJ68|BTJ68_07349	0.012986	0.255204	0.050884	1671.277034	731.722966	5.479420	0.260227	2403
BTJ68|BTJ68_00005	BTJ68|BTJ68_07351	0.003688	0.428391	0.008608	1223.668885	498.331115	3.891760	0.379779	2355
BTJ68|BTJ68_00006	BTJ68|BTJ68_07352	0.015064	0.229725	0.065575	1276.385874	646.614126	12.429052	0.261733	1923
BTJ68|BTJ68_00007	BTJ68|BTJ68_07353	0.046056	0.374972	0.122825	1418.589348	393.410652	2.518818	0.352404	2316
BTJ68|BTJ68_00008	BTJ68|BTJ68_07354	0.010134	0.319909	0.031679	1192.214907	433.785093	2.232770	0.278328	2010
BTJ68|BTJ68_00009	BTJ68|BTJ68_07355	0.021042	0.337120	0.062416	602.790262	150.209738	1.494708	0.252281	753
BTJ68|BTJ68_00010	BTJ68|BTJ68_07356	0.013702	0.258511	0.053003	1400.099541	576.900459	4.055319	0.255415	1977
BTJ68|BTJ68_00011	BTJ68|BTJ68_07357	0.009765	0.389527	0.025070	1134.030990	419.969010	3.197070	0.337188	1554
BTJ68|BTJ68_00012	BTJ68|BTJ68_07358	0.017885	0.314405	0.056886	735.721002	281.278998	2.861855	0.299687	1020
BTJ68|BTJ68_00013	BTJ68|BTJ68_07359	0.002585	0.313596	0.008242	1162.724323	385.275677	3.750755	0.239973	1548
BTJ68|BTJ68_00014	BTJ68|BTJ68_07360	0.028561	0.318042	0.089804	2271.982581	746.017419	1.718090	0.300353	3285
BTJ68|BTJ68_00015	BTJ68|BTJ68_07361	0.004311	0.245060	0.017592	1046.848709	405.151291	3.637102	0.214462	1452
BTJ68|BTJ68_00016	BTJ68|BTJ68_07362	0.000000	0.325050	0.000010	557.381358	153.618642	7.595769	0.210691	711
BTJ68|BTJ68_00017	BTJ68|BTJ68_07363	0.062963	0.238453	0.264050	966.892149	428.107851	6.242089	0.350456	1395
BTJ68|BTJ68_00018	BTJ68|BTJ68_07364	0.073666	0.353560	0.208354	1758.452440	746.547560	2.516016	0.471242	2919
BTJ68|BTJ68_00020	BTJ68|BTJ68_01380	0.012410	0.165317	0.075069	785.656522	327.343478	5.092409	0.172144	1800
BTJ68|BTJ68_00021	BTJ68|BTJ68_01379	0.187246	0.711691	0.263100	935.420796	270.579204	1.696055	0.914733	3462
BTJ68|BTJ68_00023	BTJ68|BTJ68_01378	0.028996	0.312244	0.092863	2041.656471	733.343529	3.834681	0.311548	2778
BTJ68|BTJ68_00024	BTJ68|BTJ68_01377	0.008511	0.241067	0.035307	709.462429	298.537571	7.381943	0.232161	1008
BTJ68|BTJ68_00025	BTJ68|BTJ68_01376	0.019855	0.145394	0.136558	256.013308	91.986692	7.071409	0.159116	348
BTJ68|BTJ68_00026	BTJ68|BTJ68_01373	0.007170	0.275675	0.026007	1121.576352	315.423648	2.308314	0.198321	1821
BTJ68|BTJ68_00027	BTJ68|BTJ68_01372	0.205487	0.566281	0.362871	2143.010126	640.989874	1.366090	0.865668	3897
BTJ68|BTJ68_00029	BTJ68|BTJ68_01371	0.015708	0.226230	0.069433	707.658624	255.341376	1.649784	0.214585	963
BTJ68|BTJ68_00030	BTJ68|BTJ68_01370	0.042999	0.258664	0.166235	371.786048	171.213952	7.424616	0.333002	975
BTJ68|BTJ68_00031	BTJ68|BTJ68_01369	0.034141	0.315813	0.108104	1004.008226	414.991774	3.017339	0.349550	1419
