SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Z519|Z519_00001T0	Z519|Z519_03355T0	0.638920	4.499280	0.142005	1285.958232	403.041768	1.209065	4.680323	1881
Z519|Z519_00002T0	Z519|Z519_11461T0	0.494596	2.331095	0.212173	1156.137096	412.862904	1.655057	2.933544	1605
Z519|Z519_00003T0	Z519|Z519_11572T0	0.420781	4.469227	0.094151	1163.789338	387.210662	1.529182	4.294454	1608
Z519|Z519_00004T0	Z519|Z519_04036T0	0.859220	4.633994	0.185417	1464.655525	482.344475	1.240969	5.383118	2562
Z519|Z519_00005T0	Z519|Z519_08909T0	0.431450	4.500602	0.095865	1300.247086	403.752914	1.806482	4.186836	6279
Z519|Z519_00007T0	Z519|Z519_11675T0	0.529454	1.914145	0.276601	1239.010069	431.989931	1.754117	2.662280	1737
Z519|Z519_00011T0	Z519|Z519_11555T0	0.649182	4.478606	0.144952	1215.916560	392.083440	1.207005	4.748767	1746
Z519|Z519_00015T0	Z519|Z519_01862T0	0.414946	4.002120	0.103681	692.286322	207.713678	1.246706	3.728521	936
Z519|Z519_00017T0	Z519|Z519_02624T0	0.755198	4.564374	0.165455	1510.414880	439.585120	1.158841	4.841682	2415
Z519|Z519_00027T0	Z519|Z519_10185T0	0.479297	4.152704	0.115418	1160.129474	333.870526	1.319609	3.900627	1560
Z519|Z519_00029T0	Z519|Z519_05770T0	0.447620	1.804476	0.248061	200.554736	81.445264	2.165767	2.518492	999
Z519|Z519_00034T0	Z519|Z519_05211T0	0.392893	4.030136	0.097489	744.380678	215.619322	0.967290	3.629492	978
Z519|Z519_00035T0	Z519|Z519_05212T0	0.448227	3.608989	0.124197	735.024421	122.975579	1.112072	2.703759	960
Z519|Z519_00037T0	Z519|Z519_11529T0	0.538908	4.599211	0.117174	1462.514643	460.485357	1.062285	4.533588	2367
Z519|Z519_00038T0	Z519|Z519_00303T0	0.640614	4.359425	0.146949	1030.523399	334.476601	1.578788	4.655590	5037
Z519|Z519_00044T0	Z519|Z519_10526T0	0.687171	4.315387	0.159237	953.597696	315.402304	1.349743	4.766827	1848
Z519|Z519_00046T0	Z519|Z519_01520T0	0.840219	2.269897	0.370158	1267.115092	478.884908	1.415867	3.697034	2271
Z519|Z519_00047T0	Z519|Z519_02744T0	0.553110	4.402437	0.125637	1307.780851	354.219149	1.131846	4.120530	1686
Z519|Z519_00054T0	Z519|Z519_04967T0	0.629540	3.881705	0.162181	657.096112	176.903888	1.117924	3.958119	1524
Z519|Z519_00072T0	Z519|Z519_07965T0	0.904796	5.059348	0.178836	3058.523436	850.476564	1.153471	5.426090	4974
Z519|Z519_00076T0	Z519|Z519_02979T0	1.035622	2.795021	0.370524	1844.613991	588.386009	1.225386	4.383322	2964
Z519|Z519_00078T0	Z519|Z519_06881T0	0.499899	4.082182	0.122459	674.886353	231.113647	1.560416	4.241136	984
Z519|Z519_00087T0	Z519|Z519_06041T0	0.421589	3.923516	0.107452	673.954072	187.045928	1.198587	3.547071	1005
Z519|Z519_00088T0	Z519|Z519_03743T0	0.357420	3.983488	0.089725	628.382960	202.617040	1.789008	3.724618	849
Z519|Z519_00089T0	Z519|Z519_09842T0	0.819038	3.364651	0.243424	950.572653	294.427347	1.220450	4.263134	1866
Z519|Z519_00090T0	Z519|Z519_05552T0	0.315112	1.710619	0.184209	306.884007	113.115993	1.487339	2.072865	570
Z519|Z519_00094T0	Z519|Z519_09162T0	0.360050	3.829128	0.094029	881.287808	300.712192	1.402031	3.727850	1380
Z519|Z519_00102T0	Z519|Z519_01792T0	0.686750	4.247404	0.161687	1040.929589	288.070411	1.008314	4.375643	1992
Z519|Z519_00109T0	Z519|Z519_01013T0	0.878350	1.856153	0.473210	734.261365	243.738635	1.430741	3.366119	1059
Z519|Z519_00111T0	Z519|Z519_00261T0	0.347626	4.084607	0.085106	827.137842	231.862158	1.134779	3.497451	1155
Z519|Z519_00115T0	Z519|Z519_06032T0	0.742284	4.228383	0.175548	865.143422	280.856578	0.814384	4.789925	2091
Z519|Z519_00116T0	Z519|Z519_12330T0	0.446129	2.747041	0.162404	913.581517	280.418483	1.342137	2.959539	2823
Z519|Z519_00123T0	Z519|Z519_02493T0	0.767232	5.030161	0.152526	2901.984328	818.015672	1.034314	5.113909	5070
Z519|Z519_00125T0	Z519|Z519_09506T0	0.598078	2.820329	0.212060	922.603408	349.396592	1.251620	3.625477	1590
Z519|Z519_00126T0	Z519|Z519_12145T0	0.808164	2.063364	0.391673	764.149486	270.850514	1.428388	3.409916	1224
Z519|Z519_00127T0	Z519|Z519_06374T0	0.565986	2.355938	0.240238	584.453922	210.546078	1.260583	3.120100	876
Z519|Z519_00128T0	Z519|Z519_04943T0	0.430424	4.010048	0.107336	729.079218	209.920782	1.189517	3.692030	975
Z519|Z519_00129T0	Z519|Z519_00908T0	0.531150	2.150817	0.246952	1017.254145	335.745855	1.216329	2.799207	1527
Z519|Z519_00131T0	Z519|Z519_07734T0	0.704267	4.260194	0.165313	1002.974844	293.025156	1.067607	4.524782	2289
Z519|Z519_00135T0	Z519|Z519_00492T0	0.592331	4.466328	0.132622	1108.283113	385.716887	1.331215	4.777528	1716
Z519|Z519_00139T0	Z519|Z519_00273T0	0.400496	4.483330	0.089330	1315.439177	394.560823	1.499791	4.027674	1788
Z519|Z519_00144T0	Z519|Z519_08720T0	0.626663	3.558994	0.176079	442.954709	115.045291	1.060206	3.693705	660
Z519|Z519_00145T0	Z519|Z519_00980T0	0.577668	4.327905	0.133475	1212.289196	320.710804	1.022911	4.086706	1587
Z519|Z519_00146T0	Z519|Z519_10202T0	0.849450	2.456929	0.345737	1205.365319	372.634681	0.998423	3.687139	1830
Z519|Z519_00147T0	Z519|Z519_00735T0	0.398366	4.038119	0.098651	889.073413	217.926587	0.866911	3.344689	1167
Z519|Z519_00148T0	Z519|Z519_08541T0	0.376126	4.383823	0.085799	1019.463669	345.536331	1.600658	4.171905	1431
Z519|Z519_00152T0	Z519|Z519_07760T0	0.602861	4.082756	0.147660	773.709434	231.290566	1.143994	4.211171	1179
Z519|Z519_00155T0	Z519|Z519_01481T0	0.755641	1.527387	0.494728	519.572914	200.427086	2.244646	2.911418	1425
Z519|Z519_00156T0	Z519|Z519_00858T0	0.784578	4.258493	0.184238	937.638721	292.361279	1.167355	4.830900	2067
Z519|Z519_00163T0	Z519|Z519_09631T0	0.327658	4.256762	0.076974	1178.312562	291.687438	1.057834	3.321894	1596
Z519|Z519_00165T0	Z519|Z519_08836T0	0.720400	2.333028	0.308783	1427.383249	447.616751	1.594971	3.316143	2229
Z519|Z519_00174T0	Z519|Z519_03090T0	0.521936	1.416455	0.368480	606.772387	257.227613	5.221354	2.364749	918
Z519|Z519_00177T0	Z519|Z519_09454T0	0.734208	4.408702	0.166536	1097.809508	357.190492	1.339859	4.908799	1770
Z519|Z519_00178T0	Z519|Z519_01823T0	0.270801	4.384926	0.061757	1369.955351	346.044649	1.403917	3.301339	1749
Z519|Z519_00180T0	Z519|Z519_08345T0	0.649687	1.706944	0.380614	787.297478	295.702522	1.543903	2.815082	1155
Z519|Z519_00181T0	Z519|Z519_04416T0	0.871009	2.167922	0.401771	1190.181676	462.818324	1.547402	3.702383	1821
Z519|Z519_00187T0	Z519|Z519_06672T0	0.754005	2.393586	0.315011	772.261503	301.738497	1.476334	3.643928	1245
Z519|Z519_00192T0	Z519|Z519_06610T0	0.363539	3.376710	0.107661	290.777419	90.222581	1.313373	3.231216	534
Z519|Z519_00193T0	Z519|Z519_07691T0	0.640734	3.794726	0.168849	1687.719517	499.280483	1.339641	4.082321	2949
Z519|Z519_00194T0	Z519|Z519_12049T0	0.913978	2.782719	0.328448	1303.877504	409.122496	1.395568	4.080890	2205
Z519|Z519_00196T0	Z519|Z519_02225T0	0.812062	3.923640	0.206967	757.923000	187.077000	1.304061	4.284138	1302
Z519|Z519_00197T0	Z519|Z519_12811T0	0.230723	1.622884	0.142169	868.908901	316.091099	2.511936	1.806219	1242
Z519|Z519_00199T0	Z519|Z519_10618T0	0.449482	3.214638	0.139823	347.311439	72.688561	1.541050	2.784125	477
Z519|Z519_00200T0	Z519|Z519_10616T0	0.570335	4.023366	0.141756	758.318089	213.681911	1.315286	3.988322	1002
Z519|Z519_00201T0	Z519|Z519_02078T0	0.596894	4.406037	0.135472	1237.076571	355.923429	1.109971	4.343908	1695
Z519|Z519_00203T0	Z519|Z519_06463T0	0.788805	4.614569	0.170938	1491.987528	470.012472	0.981567	5.115890	2280
Z519|Z519_00208T0	Z519|Z519_12182T0	0.366064	4.450961	0.082244	1377.105398	377.894602	1.201914	3.736927	1839
Z519|Z519_00211T0	Z519|Z519_09511T0	0.923528	4.359094	0.211862	955.671029	334.328971	1.547455	5.441769	2103
Z519|Z519_00213T0	Z519|Z519_04194T0	0.605613	2.366436	0.255918	1195.609355	418.390645	1.716338	3.186192	2547
Z519|Z519_00217T0	Z519|Z519_06156T0	0.248249	1.870849	0.132693	367.986037	124.013963	1.462560	1.971729	1125
Z519|Z519_00218T0	Z519|Z519_10442T0	0.832321	4.837007	0.172073	2046.713254	632.286746	1.444823	5.332472	2913
Z519|Z519_00221T0	Z519|Z519_03143T0	0.384763	4.573403	0.084131	1586.090725	444.909275	0.924599	3.906970	2367
Z519|Z519_00222T0	Z519|Z519_07073T0	0.723642	3.972161	0.182178	688.419993	199.580007	1.070519	4.361263	960
Z519|Z519_00225T0	Z519|Z519_12700T0	0.654239	1.871988	0.349489	733.053976	295.946024	1.999165	3.013412	1065
Z519|Z519_00228T0	Z519|Z519_08946T0	0.457893	4.714885	0.097116	1577.723265	537.276735	1.562977	4.617909	2247
Z519|Z519_00231T0	Z519|Z519_05611T0	0.643172	4.518539	0.142341	1320.474588	413.525412	1.398432	4.702117	1998
Z519|Z519_00234T0	Z519|Z519_00682T0	0.503673	3.642684	0.138270	522.373531	128.626469	1.608501	3.371664	699
Z519|Z519_00236T0	Z519|Z519_01533T0	0.469875	2.427793	0.193540	830.583513	228.416487	1.083454	2.676540	1149
Z519|Z519_00239T0	Z519|Z519_07222T0	0.164932	4.375894	0.037691	1323.097469	341.902531	1.167771	3.088921	1842
Z519|Z519_00242T0	Z519|Z519_03075T0	1.075508	2.506422	0.429101	2289.574043	731.425957	1.258559	4.265856	3531
Z519|Z519_00244T0	Z519|Z519_10097T0	0.838711	4.016643	0.208809	1122.287271	362.712729	1.405247	4.844771	1692
Z519|Z519_00245T0	Z519|Z519_10952T0	0.516686	4.316074	0.119712	1280.308678	315.691322	1.356647	3.804633	1755
Z519|Z519_00248T0	Z519|Z519_05530T0	0.870483	2.302626	0.378039	1427.100359	447.899641	1.728301	3.637778	3309
Z519|Z519_00249T0	Z519|Z519_09117T0	0.742103	2.392693	0.310154	892.683808	307.316192	1.687362	3.494441	1239
Z519|Z519_00257T0	Z519|Z519_10473T0	0.421597	4.537419	0.092915	1339.932670	424.067330	1.213924	4.233133	1884
Z519|Z519_00258T0	Z519|Z519_02037T0	0.555600	2.190480	0.253643	1231.300551	439.699449	1.546630	2.957384	1767
Z519|Z519_00259T0	Z519|Z519_08071T0	0.877253	2.467621	0.355506	1468.502759	514.497241	1.544741	3.869641	2592
Z519|Z519_00260T0	Z519|Z519_07282T0	0.526000	2.576094	0.204185	1039.587548	364.412452	1.379820	3.174325	1635
Z519|Z519_00262T0	Z519|Z519_05919T0	0.155966	4.339614	0.035940	1207.243061	325.756939	1.088764	3.134928	1548
Z519|Z519_00263T0	Z519|Z519_10443T0	0.616812	1.920149	0.321231	992.358079	357.641921	1.534616	2.886276	1410
Z519|Z519_00264T0	Z519|Z519_10285T0	0.665395	2.936716	0.226578	396.229104	155.770896	1.981249	3.919042	1488
Z519|Z519_00266T0	Z519|Z519_12162T0	0.636081	2.397820	0.265275	617.697175	249.302825	1.647069	3.427988	2523
Z519|Z519_00268T0	Z519|Z519_04888T0	0.616245	4.460332	0.138161	1102.354432	382.645568	1.341747	4.820297	1803
Z519|Z519_00269T0	Z519|Z519_04889T0	0.474487	3.927924	0.120798	741.851362	188.148638	0.944886	3.519458	1851
Z519|Z519_00272T0	Z519|Z519_04285T0	0.806465	4.350441	0.185375	1142.506295	330.493705	1.090903	4.804856	1731
Z519|Z519_00279T0	Z519|Z519_02214T0	0.890223	2.190526	0.406397	755.160738	258.839262	1.356188	3.666435	1113
Z519|Z519_00287T0	Z519|Z519_02131T0	0.699618	4.694816	0.149019	1507.909321	523.090679	1.427033	5.185783	2721
Z519|Z519_00288T0	Z519|Z519_07464T0	0.824308	4.030486	0.204518	705.279850	215.720150	1.038376	4.725814	984
Z519|Z519_00289T0	Z519|Z519_04363T0	0.445412	4.065717	0.109553	751.904820	226.095180	1.315488	3.847075	1155
Z519|Z519_00290T0	Z519|Z519_06251T0	0.576443	3.512647	0.164105	377.848840	108.151160	1.642425	3.689539	2106
Z519|Z519_00291T0	Z519|Z519_05522T0	0.438404	2.109702	0.207804	1116.528828	335.471172	1.465021	2.473625	1575
Z519|Z519_00295T0	Z519|Z519_06091T0	0.727842	4.214252	0.172710	557.366385	174.633615	1.733002	4.678789	798
Z519|Z519_00296T0	Z519|Z519_04281T0	0.679037	3.799504	0.178717	507.460208	158.539792	1.068765	4.265571	1668
Z519|Z519_00309T0	Z519|Z519_12631T0	0.737356	3.329740	0.221446	1824.001646	545.998354	1.218028	4.003761	2823
Z519|Z519_00310T0	Z519|Z519_11074T0	0.653388	4.276921	0.152771	945.366040	299.633960	1.327760	4.576390	1770
Z519|Z519_00316T0	Z519|Z519_05726T0	0.736559	4.108023	0.179298	753.784688	239.215312	1.153047	4.646249	1077
Z519|Z519_00317T0	Z519|Z519_02463T0	0.549801	4.622228	0.118947	1688.163157	474.836843	1.029936	4.331427	3057
Z519|Z519_00320T0	Z519|Z519_08474T0	0.881735	4.277844	0.206117	977.997224	300.002776	1.284635	5.036853	6558
Z519|Z519_00321T0	Z519|Z519_01444T0	0.434864	4.020462	0.108163	960.144111	212.855889	0.930444	3.256551	1305
Z519|Z519_00323T0	Z519|Z519_12754T0	0.895879	2.425079	0.369423	1059.998226	389.001774	1.242466	3.919235	1992
Z519|Z519_00325T0	Z519|Z519_07033T0	0.872114	4.342467	0.200834	1326.001546	326.998454	1.158493	4.675871	2925
Z519|Z519_00327T0	Z519|Z519_03484T0	0.357674	3.753243	0.095297	435.943644	149.056356	1.388526	3.668566	945
Z519|Z519_00346T0	Z519|Z519_07153T0	0.580927	2.349910	0.247213	819.162658	281.837342	1.349834	3.101270	1218
Z519|Z519_00350T0	Z519|Z519_05293T0	0.272120	4.444924	0.061220	1335.135135	374.864865	1.237387	3.560636	2883
Z519|Z519_00358T0	Z519|Z519_01294T0	0.499534	3.994096	0.125068	703.496840	205.503160	1.352023	3.868714	1212
Z519|Z519_00361T0	Z519|Z519_00530T0	0.829502	2.860448	0.289990	2355.029079	728.970921	1.182464	3.928682	3888
Z519|Z519_00366T0	Z519|Z519_09830T0	0.775880	2.487726	0.311883	3485.691225	1194.308775	1.409220	3.638199	5376
Z519|Z519_00374T0	Z519|Z519_10246T0	0.558781	3.892436	0.143556	729.546678	179.453322	0.896921	3.650718	1041
Z519|Z519_00376T0	Z519|Z519_01024T0	0.924272	2.258458	0.409249	1428.503317	461.496683	1.408449	3.750152	2640
Z519|Z519_00377T0	Z519|Z519_01023T0	0.681210	4.773134	0.142717	1942.331994	580.668006	1.271746	4.868896	2760
Z519|Z519_00380T0	Z519|Z519_08977T0	0.510060	4.177715	0.122091	1051.490612	262.509388	1.217583	3.728340	1446
Z519|Z519_00384T0	Z519|Z519_09898T0	0.948980	4.946836	0.191836	2117.999029	732.000971	1.364481	5.927399	4650
Z519|Z519_00387T0	Z519|Z519_05082T0	0.419005	6.429737	0.065167	975.050404	320.949596	1.140165	5.722620	1350
Z519|Z519_00388T0	Z519|Z519_07212T0	0.565296	2.237810	0.252611	900.386499	275.613501	1.344936	2.871826	1320
Z519|Z519_00390T0	Z519|Z519_07677T0	0.702925	4.102600	0.171336	958.665442	343.334558	1.561707	4.798235	1401
Z519|Z519_00394T0	Z519|Z519_03663T0	0.521370	2.086689	0.249855	574.661126	199.338874	1.605483	2.773525	816
Z519|Z519_00397T0	Z519|Z519_08656T0	0.935989	2.113721	0.442816	1135.253481	343.746519	1.477474	3.629147	1986
Z519|Z519_00401T0	Z519|Z519_06284T0	0.824237	2.263231	0.364186	612.923667	215.076333	1.633957	3.594064	891
Z519|Z519_00403T0	Z519|Z519_10687T0	0.829114	4.360977	0.190121	1059.830587	335.169413	1.236250	5.033090	1542
Z519|Z519_00405T0	Z519|Z519_12102T0	0.740506	3.910831	0.189347	935.618456	315.381544	1.600546	4.619268	1353
Z519|Z519_00406T0	Z519|Z519_07083T0	0.395580	2.430649	0.162747	1089.952661	440.047339	2.307137	2.942675	1635
Z519|Z519_00407T0	Z519|Z519_07084T0	0.373958	1.462155	0.255758	1317.603921	509.396079	2.403183	2.032094	1977
Z519|Z519_00409T0	Z519|Z519_06036T0	0.570331	1.810860	0.314950	541.587254	208.412746	1.251733	2.745161	774
Z519|Z519_00410T0	Z519|Z519_07093T0	0.256800	4.351864	0.059009	1072.878402	331.121598	1.435355	3.667761	1620
Z519|Z519_00411T0	Z519|Z519_09102T0	0.496090	4.038692	0.122834	657.906717	218.093283	1.111229	4.134221	966
Z519|Z519_00413T0	Z519|Z519_08611T0	0.422363	2.196219	0.192313	1306.139818	493.860182	1.470486	2.727150	2124
Z519|Z519_00414T0	Z519|Z519_10756T0	0.689974	1.818565	0.379406	519.356923	200.643077	1.447566	3.013440	819
Z519|Z519_00415T0	Z519|Z519_00441T0	0.494192	2.526099	0.195635	1244.081628	474.918372	1.499163	3.166677	1767
Z519|Z519_00416T0	Z519|Z519_12369T0	0.599436	3.106555	0.192959	255.066843	62.933157	2.116837	3.286808	318
Z519|Z519_00417T0	Z519|Z519_04225T0	0.589104	3.694867	0.159439	444.105434	137.894566	0.948967	3.974879	2862
Z519|Z519_00418T0	Z519|Z519_03601T0	0.254205	4.335399	0.058635	990.068401	323.931599	1.718146	3.780942	1581
Z519|Z519_00420T0	Z519|Z519_11627T0	0.369970	3.412194	0.108426	409.406135	94.593865	1.611404	2.822862	618
Z519|Z519_00421T0	Z519|Z519_02860T0	0.535411	4.554553	0.117555	1294.133108	433.866892	1.313051	4.633617	1830
Z519|Z519_00422T0	Z519|Z519_07606T0	0.354772	4.490687	0.079002	1191.549626	398.450374	1.690417	4.173668	1674
Z519|Z519_00423T0	Z519|Z519_09025T0	0.746147	3.525236	0.211659	337.018235	109.981765	1.014691	4.289777	1455
Z519|Z519_00424T0	Z519|Z519_12783T0	0.575413	3.555931	0.161818	900.866222	308.133778	1.329481	4.005143	1548
Z519|Z519_00426T0	Z519|Z519_06380T0	0.534003	1.610684	0.331538	736.213532	280.786468	1.514653	2.493801	1296
Z519|Z519_00428T0	Z519|Z519_01366T0	0.898258	2.804934	0.320242	1489.979624	520.020376	1.976004	4.174640	2514
Z519|Z519_00436T0	Z519|Z519_09161T0	0.658910	4.459840	0.147743	1105.605411	382.394589	1.658611	4.907082	1530
