SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A51|B0A51_00001-T1	B0A51|B0A51_15917-T1	0.048092	0.197709	0.243245	549.233628	185.766372	4.689842	0.257720	1167
B0A51|B0A51_00002-T1	B0A51|B0A51_15918-T1	0.050322	0.742412	0.067782	575.695562	225.304438	3.084286	0.734978	849
B0A51|B0A51_00004-T1	B0A51|B0A51_14676-T1	0.034709	0.264612	0.131171	1983.081722	629.918278	2.784451	0.270397	2640
B0A51|B0A51_00005-T1	B0A51|B0A51_14677-T1	0.003051	0.072669	0.041990	328.492378	115.507622	4.600000	0.063488	444
B0A51|B0A51_00006-T1	B0A51|B0A51_14678-T1	0.020911	0.341308	0.061266	1479.434765	572.565235	3.009310	0.330931	2052
B0A51|B0A51_00007-T1	B0A51|B0A51_14679-T1	0.669837	3.094509	0.216460	956.854382	291.145618	1.173611	3.706463	1902
B0A51|B0A51_00008-T1	B0A51|B0A51_14680-T1	0.049802	0.416517	0.119567	789.276626	272.723374	3.260490	0.431925	1065
B0A51|B0A51_00009-T1	B0A51|B0A51_14681-T1	0.012006	0.029542	0.406394	251.913097	69.086903	1.927059	0.047340	546
B0A51|B0A51_00010-T1	B0A51|B0A51_08842-T1	1.027000	2.192851	0.468340	1375.543346	463.456654	1.220606	3.962437	2295
B0A51|B0A51_00012-T1	B0A51|B0A51_08300-T1	0.631717	4.488550	0.140740	1777.683395	397.316605	1.075005	4.008784	2940
B0A51|B0A51_00013-T1	B0A51|B0A51_15566-T1	0.009823	0.404850	0.024264	1025.724860	441.275140	11.262544	0.385944	1467
B0A51|B0A51_00014-T1	B0A51|B0A51_15564-T1	0.023924	0.206684	0.115749	914.607303	351.392697	4.335696	0.223952	1827
B0A51|B0A51_00016-T1	B0A51|B0A51_15861-T1	0.006153	0.084924	0.072457	163.181943	49.818057	4.600000	0.073730	213
B0A51|B0A51_00017-T1	B0A51|B0A51_15862-T1	0.011151	0.304070	0.036672	904.245072	334.754928	10.014008	0.270877	1239
B0A51|B0A51_00018-T1	B0A51|B0A51_15863-T1	0.150400	0.220186	0.683060	1033.120501	490.879499	3.142561	0.518634	2292
B0A51|B0A51_00020-T1	B0A51|B0A51_15864-T1	0.038398	0.175038	0.219372	760.346580	388.653420	11.695394	0.253852	1149
B0A51|B0A51_00021-T1	B0A51|B0A51_15865-T1	0.031622	0.141597	0.223321	1133.731876	492.268124	5.346990	0.194749	1626
B0A51|B0A51_00022-T1	B0A51|B0A51_15866-T1	0.020006	0.164073	0.121932	972.171572	356.828428	4.387908	0.176060	1341
B0A51|B0A51_00023-T1	B0A51|B0A51_02271-T1	0.023995	0.352947	0.067986	529.868877	193.131123	6.357052	0.335600	723
B0A51|B0A51_00024-T1	B0A51|B0A51_02270-T1	0.002140	0.334910	0.006389	1403.971614	351.028386	1.419829	0.206098	1851
B0A51|B0A51_00025-T1	B0A51|B0A51_02269-T1	0.008212	0.192765	0.042600	1286.021504	444.978496	3.892575	0.166961	1737
B0A51|B0A51_00026-T1	B0A51|B0A51_02268-T1	0.014270	0.155526	0.091755	1981.514921	847.485079	3.083314	0.169759	2829
B0A51|B0A51_00027-T1	B0A51|B0A51_02267-T1	0.106007	0.257436	0.411781	794.154879	321.845121	3.312866	0.449034	1164
