SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Seppo1|Seppo1_89840	Seppo1|Seppo1_34018	1.056333	1.892262	0.558238	1145.064616	339.935384	1.598622	3.743062	1722
Seppo1|Seppo1_34600	Seppo1|Seppo1_108198	0.766256	2.932380	0.261309	1115.108891	354.891109	1.358700	3.867622	1956
Seppo1|Seppo1_89804	Seppo1|Seppo1_63615	0.974620	1.968696	0.495059	1167.357210	407.642790	1.592555	3.695722	1881
Seppo1|Seppo1_42777	Seppo1|Seppo1_16509	0.775711	4.058371	0.191138	700.108667	223.891333	1.372947	4.713363	1029
Seppo1|Seppo1_34617	Seppo1|Seppo1_135335	0.467829	4.117764	0.113612	855.657660	242.342340	1.254356	3.820246	1131
Seppo1|Seppo1_28658	Seppo1|Seppo1_41776	0.491726	3.854929	0.127558	745.791590	244.208410	1.517298	3.964033	1482
Seppo1|Seppo1_14564	Seppo1|Seppo1_91516	0.592787	4.546120	0.130394	1613.984576	429.015424	1.120450	4.268877	2130
Seppo1|Seppo1_89665	Seppo1|Seppo1_107978	0.628929	2.800114	0.224609	761.044846	276.955154	1.835449	3.624709	1098
Seppo1|Seppo1_14568	Seppo1|Seppo1_110405	0.568311	4.041885	0.140605	827.976334	219.023666	1.006111	3.884861	1113
Seppo1|Seppo1_115017	Seppo1|Seppo1_97029	0.452081	3.768122	0.119975	498.957201	152.042799	0.688426	3.679653	792
Seppo1|Seppo1_34663	Seppo1|Seppo1_18278	0.413859	3.197216	0.129444	2674.306368	814.693632	1.059187	3.191347	4338
Seppo1|Seppo1_28683	Seppo1|Seppo1_26192	0.683373	2.478620	0.275707	560.606749	198.393251	1.003240	3.457885	1389
Seppo1|Seppo1_42853	Seppo1|Seppo1_107215	0.564080	2.380678	0.236941	629.732157	216.267843	1.711502	3.085403	924
Seppo1|Seppo1_90190	Seppo1|Seppo1_129113	0.526897	4.556215	0.115644	1338.170933	434.829067	1.140937	4.545268	2019
Seppo1|Seppo1_90066	Seppo1|Seppo1_36538	0.486595	4.388324	0.110884	1158.383776	347.616224	1.459806	4.161586	1572
Seppo1|Seppo1_42864	Seppo1|Seppo1_26088	0.907756	4.775878	0.190071	1916.203848	582.796152	1.133331	5.429543	3120
Seppo1|Seppo1_90112	Seppo1|Seppo1_90907	0.808486	2.262613	0.357324	884.162288	345.837712	1.794399	3.652023	1374
Seppo1|Seppo1_34700	Seppo1|Seppo1_125077	0.616253	4.210915	0.146347	1054.609040	274.390960	1.767098	4.075267	1467
Seppo1|Seppo1_28735	Seppo1|Seppo1_43480	0.513479	4.217979	0.121736	1010.012755	276.987245	1.419753	3.932277	1347
