SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
PV04|PV04_00001T0	PV04|PV04_01989T1	0.657471	3.044029	0.215987	725.731641	234.268359	1.562383	3.719584	1071
PV04|PV04_00002T0	PV04|PV04_10195T0	0.615835	2.588621	0.237901	1271.445951	399.554049	1.890387	3.262648	1812
PV04|PV04_00003T0	PV04|PV04_01223T0	0.564708	3.465469	0.162953	1057.604615	367.395385	1.242742	3.937759	1485
PV04|PV04_00004T0	PV04|PV04_08619T0	0.656224	4.427136	0.148228	1211.921437	366.078563	1.497535	4.593101	1677
PV04|PV04_00005T0	PV04|PV04_04293T0	0.522700	4.408410	0.118569	1151.948615	357.051385	1.349515	4.326347	1539
PV04|PV04_00006T0	PV04|PV04_01368T0	0.544147	4.637101	0.117346	1588.653252	484.346748	1.318179	4.501341	2553
PV04|PV04_00007T0	PV04|PV04_08848T0	0.342676	4.421344	0.077505	1196.737571	363.262429	1.298740	3.877311	1578
PV04|PV04_00009T0	PV04|PV04_08497T0	0.476813	1.717776	0.277576	416.506309	135.493691	1.918798	2.344259	675
PV04|PV04_00012T0	PV04|PV04_00928T0	0.428363	4.403343	0.097281	1136.352819	354.647181	1.317429	4.121538	1638
PV04|PV04_00013T0	PV04|PV04_05121T0	0.594923	4.410046	0.134902	1229.168682	357.831318	1.234324	4.365432	1785
PV04|PV04_00014T1	PV04|PV04_00014T0	0.000000	0.000000	99.000000	581.544630	234.455370	4.600000	0.000000	858
PV04|PV04_00015T0	PV04|PV04_05447T0	0.564414	2.142678	0.263415	783.242672	260.757328	1.168070	2.875840	1107
PV04|PV04_00016T0	PV04|PV04_09736T0	0.464041	4.760349	0.097480	2006.146665	570.853335	1.423114	4.247258	2688
PV04|PV04_00017T0	PV04|PV04_04232T0	0.425709	4.253198	0.100092	1086.695393	290.304607	1.124365	3.697906	1428
PV04|PV04_00018T0	PV04|PV04_05246T0	0.535020	4.402005	0.121540	1244.984592	354.015408	1.082015	4.173490	1791
PV04|PV04_00019T0	PV04|PV04_01699T0	0.632665	4.864461	0.130059	2443.139635	655.860365	1.073857	4.584798	3462
PV04|PV04_00021T0	PV04|PV04_02101T0	0.876300	3.435495	0.255072	1765.108437	574.891563	1.390948	4.515130	2973
PV04|PV04_00030T1	PV04|PV04_00030T0	0.005808	0.014199	0.409014	518.639486	213.360514	4.600000	0.024760	891
PV04|PV04_00031T1	PV04|PV04_00031T0	0.000000	0.000000	99.000000	1286.969371	510.030629	4.600000	0.000000	1797
PV04|PV04_00032T0	PV04|PV04_10283T0	0.820706	3.886395	0.211174	1780.256359	547.743641	1.286398	4.626050	2757
PV04|PV04_00033T0	PV04|PV04_02486T0	0.445891	2.815244	0.158385	1104.104385	374.895615	1.817738	3.139418	1599
PV04|PV04_00034T1	PV04|PV04_00034T0	0.059059	0.088257	0.669170	375.775903	104.224097	1.458641	0.196196	693
PV04|PV04_00044T1	PV04|PV04_00044T0	0.000000	0.000000	99.000000	1570.902113	688.097887	4.600000	0.000000	2259
PV04|PV04_00050T0	PV04|PV04_01642T0	0.346134	4.320465	0.080115	1164.454944	317.545056	1.599250	3.593116	1683
PV04|PV04_00052T0	PV04|PV04_06191T1	0.356532	3.986899	0.089426	834.459397	203.540603	1.260981	3.205224	1095
PV04|PV04_00056T0	PV04|PV04_10553T0	0.933698	3.317462	0.281450	1838.173244	522.826756	1.018713	4.384697	2976
PV04|PV04_00057T0	PV04|PV04_00427T0	0.681858	4.431035	0.153882	1078.013243	367.986757	1.431050	4.907914	1857
PV04|PV04_00064T0	PV04|PV04_06170T0	0.496347	4.247828	0.116847	1250.766692	288.233308	1.575638	3.596842	1665
PV04|PV04_00067T0	PV04|PV04_01796T0	0.470704	4.037723	0.116577	760.188234	217.811766	1.244458	3.795359	1191
PV04|PV04_00068T0	PV04|PV04_04361T0	0.623877	2.692023	0.231750	2061.652160	656.347840	1.788086	3.369892	3027
PV04|PV04_00069T0	PV04|PV04_05130T0	0.415385	4.344840	0.095604	1177.965097	328.034903	1.158502	3.813880	1623
PV04|PV04_00070T0	PV04|PV04_10902T0	0.452952	2.054865	0.220429	1218.457910	407.542090	1.586170	2.563371	2019
PV04|PV04_00071T0	PV04|PV04_07671T0	0.268949	4.135531	0.065034	1008.847969	248.152031	1.151315	3.096825	1338
PV04|PV04_00072T0	PV04|PV04_04159T0	0.727034	3.905278	0.186167	789.447660	182.552340	1.298182	3.971829	1131
PV04|PV04_00073T0	PV04|PV04_04715T0	0.877940	4.626533	0.189762	1550.429814	477.570186	1.325029	5.282069	2256
PV04|PV04_00076T0	PV04|PV04_00371T0	0.308530	4.334350	0.071182	1368.521427	323.478573	1.303167	3.234572	1803
PV04|PV04_00077T0	PV04|PV04_03229T0	0.370049	4.101700	0.090218	977.793043	237.206957	0.943735	3.295760	1248
PV04|PV04_00078T0	PV04|PV04_06024T0	0.792086	4.778658	0.165755	1830.039444	584.960556	1.191597	5.273137	3156
