SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Elsamp1|Elsamp1_100879	Elsamp1|Elsamp1_255659	0.705853	4.044327	0.174529	758.261976	219.738024	0.943355	4.367834	1047
Elsamp1|Elsamp1_100880	Elsamp1|Elsamp1_30597	0.638070	4.271373	0.149383	1181.574576	297.425424	1.230988	4.106169	2004
Elsamp1|Elsamp1_101125	Elsamp1|Elsamp1_267065	0.280208	3.797188	0.073794	711.948969	158.051031	1.061546	2.757391	1494
Elsamp1|Elsamp1_102175	Elsamp1|Elsamp1_269286	0.923679	1.728117	0.534500	687.965007	224.034993	1.456741	3.363874	1062
Elsamp1|Elsamp1_102180	Elsamp1|Elsamp1_322332	0.505424	4.175772	0.121037	1349.169861	261.830139	1.127697	3.305859	1668
Elsamp1|Elsamp1_102571	Elsamp1|Elsamp1_13058	0.825468	2.511850	0.328629	3668.412949	1266.587051	1.445496	3.774853	5808
Elsamp1|Elsamp1_102608	Elsamp1|Elsamp1_191409	0.505880	4.103434	0.123282	911.243874	237.756126	0.980073	3.750906	1188
Elsamp1|Elsamp1_103324	Elsamp1|Elsamp1_138729	0.634090	4.348903	0.145805	1095.183316	329.816684	1.182757	4.481654	1557
Elsamp1|Elsamp1_103611	Elsamp1|Elsamp1_261313	0.702485	4.168887	0.168507	889.562335	259.437665	1.162942	4.455537	1311
Elsamp1|Elsamp1_103668	Elsamp1|Elsamp1_73577	0.762429	3.113418	0.244885	800.383768	222.616232	0.993751	3.822091	2040
Elsamp1|Elsamp1_103818	Elsamp1|Elsamp1_223068	0.796790	3.695104	0.215634	540.061851	137.938149	1.145198	4.159345	1068
Elsamp1|Elsamp1_103963	Elsamp1|Elsamp1_258554	0.662641	2.279653	0.290676	674.996030	216.003970	1.751806	3.163954	1065
Elsamp1|Elsamp1_104059	Elsamp1|Elsamp1_136409	0.714651	4.232158	0.168862	824.726233	282.273767	1.171301	4.834740	1437
Elsamp1|Elsamp1_104293	Elsamp1|Elsamp1_241906	0.800374	2.294346	0.348846	1646.494014	543.505986	1.155610	3.513427	2844
Elsamp1|Elsamp1_104351	Elsamp1|Elsamp1_249262	0.649497	2.153316	0.301627	981.598672	350.401328	1.832987	3.135294	1749
Elsamp1|Elsamp1_104354	Elsamp1|Elsamp1_282072	0.593073	3.754142	0.157978	1099.110488	364.889512	1.591944	4.142826	1629
Elsamp1|Elsamp1_104757	Elsamp1|Elsamp1_299565	0.457755	2.514632	0.182037	292.809731	91.190269	2.016743	2.838635	1422
Elsamp1|Elsamp1_10487	Elsamp1|Elsamp1_254915	0.962093	2.475155	0.388700	679.882967	223.117033	1.699984	4.007841	2028
Elsamp1|Elsamp1_105049	Elsamp1|Elsamp1_41258	0.709770	2.820024	0.251689	722.082746	258.917254	1.479739	3.800201	2481
Elsamp1|Elsamp1_105451	Elsamp1|Elsamp1_47431	0.412851	3.211780	0.128543	287.587881	72.412119	1.480663	2.927522	1005
Elsamp1|Elsamp1_105459	Elsamp1|Elsamp1_59487	0.868548	3.180242	0.273107	873.325784	293.674216	1.674852	4.350849	1458
Elsamp1|Elsamp1_105782	Elsamp1|Elsamp1_322766	0.649152	2.534746	0.256101	749.515651	216.484349	1.317359	3.215162	1197
Elsamp1|Elsamp1_105906	Elsamp1|Elsamp1_281284	0.730955	2.480325	0.294701	2548.178080	859.821920	1.320379	3.516937	4545
Elsamp1|Elsamp1_10630	Elsamp1|Elsamp1_316403	0.657064	3.801581	0.172840	690.020687	158.979313	0.851700	3.737670	1272
Elsamp1|Elsamp1_106349	Elsamp1|Elsamp1_106388	0.439122	3.849040	0.114086	769.635542	169.364458	1.556255	3.162474	1149
Elsamp1|Elsamp1_106435	Elsamp1|Elsamp1_260057	0.543658	4.369063	0.124433	1350.197383	338.802617	1.296011	3.933029	1878
Elsamp1|Elsamp1_106590	Elsamp1|Elsamp1_2177	1.017686	2.466968	0.412525	1010.925710	294.074290	1.422954	4.032819	1653
Elsamp1|Elsamp1_106910	Elsamp1|Elsamp1_95355	0.471447	4.268438	0.110450	1065.736200	296.263800	1.288810	3.892119	1674
Elsamp1|Elsamp1_106914	Elsamp1|Elsamp1_42278	0.693973	3.892296	0.178294	741.580242	179.419758	1.273040	3.951113	1083
Elsamp1|Elsamp1_106927	Elsamp1|Elsamp1_42594	0.838591	2.923844	0.286811	1130.506869	402.493131	1.777939	4.158239	1695
Elsamp1|Elsamp1_106934	Elsamp1|Elsamp1_188524	0.729465	4.174376	0.174748	893.656901	261.343099	0.942731	4.526845	1269
Elsamp1|Elsamp1_107033	Elsamp1|Elsamp1_237130	0.581893	1.787847	0.325471	738.504942	176.495058	1.260348	2.443530	1089
Elsamp1|Elsamp1_107163	Elsamp1|Elsamp1_290955	0.674269	2.088147	0.322903	1082.981650	342.018350	1.481002	3.040855	1470
Elsamp1|Elsamp1_107273	Elsamp1|Elsamp1_47504	0.342268	4.111983	0.083237	442.890934	133.109066	1.348593	3.640258	657
Elsamp1|Elsamp1_10749	Elsamp1|Elsamp1_299844	0.506684	2.484852	0.203909	512.874197	159.125803	1.575375	2.925310	798
Elsamp1|Elsamp1_10753	Elsamp1|Elsamp1_209997	0.862997	4.481915	0.192551	1505.182958	393.817042	1.246081	4.840479	2928
Elsamp1|Elsamp1_107567	Elsamp1|Elsamp1_128635	0.877264	4.073253	0.215372	713.621728	228.378272	1.469506	4.956295	1122
Elsamp1|Elsamp1_108047	Elsamp1|Elsamp1_263903	0.723859	2.148764	0.336872	590.609883	180.390117	1.206846	3.171727	846
Elsamp1|Elsamp1_108301	Elsamp1|Elsamp1_217987	0.726503	4.049119	0.179423	636.853561	221.146439	1.753933	4.748687	963
Elsamp1|Elsamp1_108631	Elsamp1|Elsamp1_79377	0.737563	4.269499	0.172752	1056.316596	296.683404	1.099555	4.536118	1584
Elsamp1|Elsamp1_10874	Elsamp1|Elsamp1_258710	0.400527	3.632191	0.110272	512.160713	126.839287	1.574486	3.126004	714
Elsamp1|Elsamp1_108946	Elsamp1|Elsamp1_280814	0.838756	3.689044	0.227364	848.532796	327.467204	1.578715	4.897329	1293
Elsamp1|Elsamp1_10925	Elsamp1|Elsamp1_255299	0.681472	3.259652	0.209063	230.441001	78.558999	1.704023	4.010817	348
Elsamp1|Elsamp1_109699	Elsamp1|Elsamp1_90635	0.881376	4.114760	0.214199	823.626162	241.373838	1.089160	4.842592	1278
Elsamp1|Elsamp1_109795	Elsamp1|Elsamp1_296056	0.587290	1.730226	0.339430	478.066627	187.933373	2.772059	2.729419	3594
Elsamp1|Elsamp1_109831	Elsamp1|Elsamp1_109832	0.703651	4.201750	0.167466	847.941885	271.058115	1.736855	4.653013	1257
Elsamp1|Elsamp1_109914	Elsamp1|Elsamp1_127393	0.484727	4.355206	0.111298	1209.399525	332.600475	1.353164	3.958702	1584
Elsamp1|Elsamp1_10996	Elsamp1|Elsamp1_317266	0.675702	3.909032	0.172857	647.531484	183.468516	0.840009	4.168673	885
Elsamp1|Elsamp1_110067	Elsamp1|Elsamp1_66210	0.634913	1.994547	0.318324	328.469526	115.530474	1.844026	2.966085	918
Elsamp1|Elsamp1_110120	Elsamp1|Elsamp1_248292	0.280141	4.182212	0.066984	1046.912033	264.087967	1.063941	3.198525	1380
Elsamp1|Elsamp1_110477	Elsamp1|Elsamp1_129737	0.717807	3.793121	0.189239	556.803724	157.196276	1.249925	4.184632	951
Elsamp1|Elsamp1_110562	Elsamp1|Elsamp1_91676	0.341798	4.264757	0.080145	1055.186692	294.813308	1.018491	3.595484	1386
Elsamp1|Elsamp1_110600	Elsamp1|Elsamp1_213236	0.501319	4.058664	0.123518	778.021148	223.978852	0.986676	3.889495	1167
Elsamp1|Elsamp1_110900	Elsamp1|Elsamp1_320379	0.791494	2.080233	0.380483	919.984127	301.015873	1.704273	3.327629	2310
Elsamp1|Elsamp1_110948	Elsamp1|Elsamp1_212994	0.635226	4.228967	0.150208	1164.924503	281.075497	1.006541	4.001348	1533
Elsamp1|Elsamp1_11095	Elsamp1|Elsamp1_239177	0.730420	4.276324	0.170805	1251.604461	299.395539	1.305418	4.244698	2391
Elsamp1|Elsamp1_111229	Elsamp1|Elsamp1_261036	0.861191	3.186844	0.270233	1477.838857	517.161143	1.268277	4.392201	4827
Elsamp1|Elsamp1_111303	Elsamp1|Elsamp1_193841	0.668973	2.011426	0.332587	777.040232	242.959768	1.446880	2.966220	1185
Elsamp1|Elsamp1_111327	Elsamp1|Elsamp1_290250	0.436139	2.008964	0.217096	364.786196	100.213804	2.595923	2.325312	1929
Elsamp1|Elsamp1_112086	Elsamp1|Elsamp1_255918	0.684847	4.886779	0.140143	2465.329764	675.670236	0.969565	4.766213	3942
Elsamp1|Elsamp1_1121	Elsamp1|Elsamp1_270118	0.615181	4.311875	0.142671	1219.071019	313.928981	1.289659	4.116580	1668
Elsamp1|Elsamp1_112392	Elsamp1|Elsamp1_258057	0.916475	2.916121	0.314279	817.463056	289.536944	1.755555	4.318454	1353
Elsamp1|Elsamp1_112553	Elsamp1|Elsamp1_260416	0.724188	4.072606	0.177819	761.818428	228.181572	1.236742	4.487859	1095
Elsamp1|Elsamp1_112671	Elsamp1|Elsamp1_183733	0.729288	3.609914	0.202024	677.872756	123.127244	1.382989	3.516266	1251
Elsamp1|Elsamp1_112846	Elsamp1|Elsamp1_220236	0.657888	4.068401	0.161707	799.094129	226.905871	2.058065	4.236428	1239
Elsamp1|Elsamp1_112958	Elsamp1|Elsamp1_321566	0.784013	4.386090	0.178750	1177.417795	346.582205	1.185123	4.809551	1653
Elsamp1|Elsamp1_112986	Elsamp1|Elsamp1_290971	0.611602	4.386302	0.139434	1222.319610	346.680390	1.519923	4.336937	1668
Elsamp1|Elsamp1_113282	Elsamp1|Elsamp1_258884	0.515794	2.772994	0.186006	764.517926	261.482074	1.153268	3.273164	1761
Elsamp1|Elsamp1_113764	Elsamp1|Elsamp1_113822	0.752651	4.216727	0.178492	860.474419	276.525581	1.638065	4.785410	1260
